nome_aceito_correto,cat_ameaca_cr_lac,cat_ameaca_iucn,cat_ameaca_mpo_sp,cat_ameaca_br,cat_ameaca_cncflora,cat_ameaca_sp
Rinorea villosiflora,"NA","NA","NA",CR,"NA","NA"
Riodocea pulcherrima,"NA","NA","NA",EN,"NA","NA"
Rodriguezia obtusifolia,"NA","NA","NA","NA",NT,"NA"
Rodriguezia rigida,"NA","NA","NA","NA",DD,VU
Rodriguezia venusta,"NA","NA","NA","NA",LC,"NA"
Rokautskyia caulescens,"NA","NA","NA",EN,"NA","NA"
Rokautskyia exaltata,"NA","NA","NA",EN,"NA","NA"
Rokautskyia fernseeoides,"NA","NA","NA",CR,"NA","NA"
Rokautskyia latifolia,"NA","NA","NA","NA",DD,"NA"
Rokautskyia leuzingerae,"NA","NA","NA","NA",DD,"NA"
Rokautskyia odoratissima,"NA","NA","NA",EN,"NA","NA"
Rokautskyia pseudoglazioui,"NA","NA","NA","NA",DD,"NA"
Rokautskyia pseudoscaposa,"NA","NA","NA",EN,"NA","NA"
Rokautskyia robertokautskyi,"NA","NA","NA",CR,"NA","NA"
Rokautskyia scaposa,"NA","NA","NA",EN,"NA","NA"
Rokautskyia whitmanii,"NA","NA","NA",CR,"NA","NA"
Rorippa nasturtium-aquaticum,"NA",LC,"NA","NA","NA","NA"
Roupala asplenioides,"NA","NA","NA",EN,"NA","NA"
Roupala consimilis,"NA",LC,"NA","NA",LC,"NA"
Roupala meisneri,"NA",LC,"NA","NA","NA","NA"
Roupala montana,"NA",LC,"NA","NA","NA","NA"
Roupala montana var. paraensis,"NA",LC,"NA","NA","NA","NA"
Roupala sculpta,"NA","NA",VU,VU,EN,VU
Rourea cnestidifolia,"NA","NA","NA",EN,"NA","NA"
Rourea gracilis,"NA","NA","NA","NA",NT,"NA"
Rourea induta,"NA","NA","NA","NA",LC,"NA"
Rourea pseudospadicea,"NA","NA","NA",EN,EN,EN
Rudgea coriacea,"NA",LC,"NA","NA",LC,"NA"
Rudgea coronata,"NA",LC,"NA",CR,LC,"NA"
Rudgea corymbulosa,"NA","NA","NA",EN,EN,EN
Rudgea crassifolia,"NA","NA","NA",VU,"NA","NA"
Rudgea erythrocarpa,"NA","NA","NA",EN,"NA","NA"
Rudgea gardenioides,"NA","NA","NA","NA",LC,"NA"
Rudgea insignis,"NA","NA","NA",VU,"NA","NA"
Rudgea jasminoides,"NA",LC,"NA","NA","NA","NA"
Rudgea jasminoides subsp. nervosa,"NA","NA","NA",VU,VU,VU
Rudgea macrophylla,"NA","NA","NA",EN,"NA","NA"
Rudgea minor,"NA","NA","NA","NA",LC,"NA"
Rudgea nobilis,"NA","NA","NA","NA",EN,"NA"
Rudgea nodosa,"NA",LC,"NA","NA",LC,"NA"
Rudgea pachyphylla,"NA",CR,"NA",EN,CR,EX
Rudgea parquioides subsp. caprifolium,"NA","NA","NA",CR,CR,EX
Rudgea parquioides subsp. hirsutissima,"NA","NA","NA",EN,EN,EN
Rudgea parvifolia,"NA","NA","NA",VU,"NA","NA"
Rudgea recurva,"NA",LC,"NA","NA",LC,"NA"
Rudgea sessilis,"NA","NA","NA",EN,LC,"NA"
Rudgea triflora,"NA","NA","NA","NA",NT,"NA"
Rudgea umbrosa,"NA","NA","NA",VU,"NA","NA"
Rudgea vellerea,"NA","NA","NA","NA",VU,"NA"
Rudgea viburnoides subsp. viburnoides,"NA",LC,"NA","NA","NA","NA"
Ruellia bulbifera,"NA","NA","NA","NA",LC,"NA"
Ruellia chamaedrys,"NA","NA","NA","NA",DD,"NA"
Ruellia dissitifolia,"NA","NA","NA","NA",LC,"NA"
Ruellia epallocaulos,"NA","NA","NA","NA",LC,"NA"
Ruellia erythropus,"NA","NA","NA","NA",LC,"NA"
Ruellia multifolia,"NA","NA","NA","NA",LC,"NA"
Ruellia solitaria,"NA","NA","NA","NA",LC,"NA"
Rugoloa hylaeica,"NA","NA","NA","NA",LC,"NA"
Ruizterania clavata,"NA","NA","NA","NA",DD,"NA"
Rupestrea carvalhoana,"NA","NA","NA",CR,"NA","NA"
Rupestrea johnwurdackiana,"NA","NA","NA",EN,"NA","NA"
Ruppia maritima,"NA",LC,"NA","NA","NA","NA"
Ruprechtia laxiflora,"NA",LC,"NA","NA","NA","NA"
Rustia angustifolia,"NA","NA","NA",EN,EN,EN
Rustia formosa,"NA","NA","NA","NA",LC,"NA"
Sabicea grisea,"NA","NA","NA","NA",LC,"NA"
Sabicea villosa,"NA","NA","NA","NA",LC,"NA"
Saccharum angustifolium,"NA",LC,"NA","NA","NA","NA"
Saccharum villosum,"NA",LC,"NA","NA","NA","NA"
Sacciolepis indica,"NA",LC,"NA","NA","NA","NA"
Sagittaria lancifolia,"NA","NA","NA",VU,"NA","NA"
Sagittaria rhombifolia,"NA","NA","NA","NA",LC,"NA"
Salacia arborea,"NA","NA","NA","NA",LC,"NA"
Salacia elliptica,"NA",LC,"NA","NA","NA","NA"
Salacia grandifolia,"NA",LC,"NA","NA","NA","NA"
Salacia mosenii,"NA","NA","NA",CR,CR,CR
Salix humboldtiana,"NA",LC,"NA","NA",LC,"NA"
Salvertia convallariodora,"NA",LC,"NA","NA","NA","NA"
Salvia campos-portoi,"NA","NA","NA","NA","NA",EX
Salvia lachnostachys,"NA","NA","NA","NA","NA",EX
Salvia uliginosa,"NA","NA","NA","NA",NE,"NA"
Sapindus saponaria,"NA",LC,"NA","NA","NA","NA"
Sapium sellowianum,"NA",LC,"NA","NA",LC,"NA"
Saranthe composita,"NA","NA","NA",VU,"NA","NA"
Sarcaulus inflexus,"NA","NA","NA","NA",DD,"NA"
Sarcaulus vestitus,"NA","NA","NA",VU,"NA","NA"
Sarcoglottis acaulis,"NA","NA","NA","NA",NE,"NA"
Sarcoglottis alexandri,NA-NA,NA-NA,NA-NA,EN-NA,EN-NA,EX-EX
Sarcoglottis uliginosa,"NA","NA","NA","NA","NA",VU
Saundersia mirabilis,"NA","NA",EN,EN,EN,EN
Saundersia paniculata,"NA","NA","NA",VU,"NA","NA"
Sauroglossum elatum,"NA","NA","NA","NA",DD,"NA"
Sauvagesia erecta,"NA",LC,"NA","NA","NA","NA"
Sauvagesia nitida,"NA","NA","NA",VU,"NA","NA"
Savia dictyocarpa,"NA","NA","NA","NA",LC,"NA"
Scaevola plumieri,"NA",LC,"NA","NA",LC,"NA"
Schaefferia argentinensis,"NA",LC,"NA","NA","NA",CR
Schaueria litoralis,NA-NA,NA-NA,NA-NA,NA-NA,DD-NT,NA-NA
Schaueria paranaensis,"NA","NA","NA",EN,"NA","NA"
Schinopsis balansae,"NA","NA","NA",EN,"NA","NA"
Schinopsis brasiliensis,"NA","NA","NA","NA",DD,"NA"
Schinus engleri,"NA",DD,"NA","NA",NT,"NA"
Schinus ramboi,"NA",EN,"NA","NA",EN,"NA"
Schinus spinosa,"NA","NA","NA","NA",DD,"NA"
Schizachyrium scabriflorum,NA-NA,NA-NA,EX-NA,NA-EN,NA-EN,NA-EX
Schizachyrium tenerum,"NA","NA",EN,"NA","NA",EN
Schizaea elegans,"NA","NA","NA","NA",LC,"NA"
Schizocalyx cuspidatus,NA-NA,LC-NA,NA-NA,NA-NA,LC-LC,VU-NA
Schizolobium parahyba,"NA",LC,"NA","NA","NA","NA"
Schlechtendalia luzulifolia,"NA","NA","NA",EN,"NA","NA"
Schlegelia parviflora,"NA",LC,"NA","NA","NA","NA"
Schlumbergera kautskyi,"NA","NA","NA",EN,"NA","NA"
Schlumbergera lutea,"NA",EN,"NA","NA","NA","NA"
Schlumbergera lutea subsp. bradei,"NA","NA","NA","NA","NA",VU
Schlumbergera microsphaerica,"NA","NA","NA",VU,"NA","NA"
Schlumbergera opuntioides,"NA",VU,"NA",VU,VU,VU
Schlumbergera orssichiana,"NA",EN,"NA","NA","NA","NA"
Schlumbergera rosea,"NA","NA","NA","NA",DD,"NA"
Schlumbergera truncata,"NA",VU,"NA","NA",LC,"NA"
Schnella grazielae,"NA","NA","NA","NA",DD,"NA"
Schnella microstachya,NA-NA,NA-NA,NA-NA,NA-NA,LC-NE,NA-NA
Schnella smilacina,"NA","NA","NA","NA",DD,"NA"
Schultesia aptera,"NA","NA",CR,"NA",LC,CR
Schwenckia curviflora,"NA","NA","NA",EN,EN,EN
Schwenckia lateriflora,"NA","NA","NA","NA",DD,"NA"
Schwenckia nova-veneciana,"NA","NA","NA",CR,"NA","NA"
Sciadotenia acutifolia,"NA","NA","NA","NA",DD,"NA"
Sciaphila schwackeana,"NA","NA","NA","NA",NT,EN
Sciodaphyllum sprucei,"NA","NA","NA",VU,"NA","NA"
Scleria acanthocarpa,"NA",LC,"NA","NA","NA","NA"
Scleria balansae,"NA",LC,"NA",VU,VU,VU
Scleria bracteata,"NA",LC,"NA","NA","NA","NA"
Scleria distans,"NA",LC,"NA","NA","NA","NA"
Scleria gaertneri,"NA",LC,"NA","NA","NA","NA"
Scleria hirtella,"NA",LC,"NA","NA","NA","NA"
Scleria latifolia,"NA",LC,"NA","NA","NA","NA"
Scleria leptostachya,"NA",LC,"NA","NA","NA","NA"
Scleria microcarpa,"NA",LC,"NA","NA","NA","NA"
Scleria mitis,"NA",LC,"NA","NA","NA","NA"
Scleria panicoides,"NA",LC,"NA","NA","NA","NA"
Scleria plusiophylla,"NA",LC,"NA","NA","NA","NA"
Scleria reticularis,"NA",LC,"NA","NA","NA","NA"
Scleria scabra,"NA",LC,"NA","NA","NA","NA"
Scleria secans,"NA",LC,"NA","NA","NA","NA"
Scleria sororia,"NA",LC,"NA","NA","NA","NA"
Scleria tenella,"NA",LC,"NA","NA","NA","NA"
Scleria virgata,"NA",LC,"NA","NA","NA","NA"
Scutia arenicola,"NA","NA","NA",EN,EN,EN
Scuticaria irwiniana,"NA","NA","NA",EN,"NA","NA"
Scuticaria itirapinensis,"NA","NA","NA",CR,CR,CR
Scuticaria kautskyi,"NA","NA","NA",CR,"NA","NA"
Scuticaria strictifolia,"NA","NA","NA",EN,"NA",EX
Seemannia sylvatica,"NA","NA","NA","NA",NT,"NA"
Seguieria americana,"NA","NA","NA","NA",LC,"NA"
Seguieria langsdorffii,"NA","NA","NA","NA",LC,"NA"
Selaginella convoluta,"NA","NA","NA","NA",LC,"NA"
Selaginella mendoncae,"NA","NA","NA",VU,VU,"NA"
Selaginella tenuissima,"NA","NA","NA","NA",LC,"NA"
Selaginella valida,"NA","NA","NA","NA",NT,"NA"
Selenicereus setaceus,"NA",LC,"NA","NA",LC,"NA"
Selenicereus undatus,"NA",DD,"NA","NA","NA","NA"
Selenipedium isabelianum,"NA","NA","NA","NA",DD,"NA"
Sellocharis paradoxa,"NA","NA","NA",VU,"NA","NA"
Senaea coerulea,"NA","NA","NA",EN,"NA","NA"
Senaea janeirensis,"NA","NA","NA",EN,"NA","NA"
Senecio adamantinus,"NA","NA","NA","NA",LC,"NA"
Senecio almasensis,"NA","NA","NA",CR,"NA","NA"
Senecio caparaoensis,"NA","NA","NA",EN,"NA","NA"
Senecio crassiflorus,"NA","NA","NA","NA",NT,"NA"
Senecio gertii,"NA","NA","NA",EN,"NA","NA"
Senecio graciellae,"NA","NA","NA",EN,"NA","NA"
Senecio grandis,"NA","NA","NA","NA",NE,"NA"
Senecio hatschbachii,"NA","NA","NA",EN,"NA","NA"
Senecio heteroschizus,"NA","NA","NA",EN,"NA","NA"
Senecio langei,"NA","NA","NA",VU,VU,EX
Senecio pohlii,"NA","NA","NA","NA",NT,"NA"
Senecio promatensis,"NA","NA","NA",CR,"NA","NA"
Senecio ramboanus,"NA","NA","NA",EN,"NA","NA"
Senecio riograndensis,"NA","NA","NA",EN,"NA","NA"
Senefeldera verticillata,"NA",LC,"NA","NA",LC,"NA"
Senegalia hatschbachii,"NA",LC,"NA","NA",LC,"NA"
Senegalia irwinii,"NA",LC,"NA","NA",LC,"NA"
Senegalia martii,"NA",LC,"NA","NA","NA","NA"
Senegalia parviceps,"NA","NA","NA","NA",DD,"NA"
Senegalia polyphylla,"NA",LC,"NA","NA","NA","NA"
Senegalia riparia,"NA",LC,"NA","NA","NA","NA"
Senna alata,"NA",LC,"NA","NA","NA","NA"
Senna angulata,"NA","NA","NA","NA",LC,"NA"
Senna angulata var. miscadena,"NA","NA","NA","NA",LC,"NA"
Senna cana,"NA",LC,"NA","NA","NA","NA"
Senna corymbosa,"NA",LC,"NA","NA","NA","NA"
Senna macranthera,"NA",LC,"NA","NA","NA","NA"
Senna mucronifera,"NA",LC,"NA","NA","NA","NA"
Senna obtusifolia,"NA",LC,"NA","NA","NA","NA"
Senna paradictyon,"NA","NA","NA","NA",LC,EX
Senna pendula,"NA",LC,"NA","NA","NA","NA"
Senna reticulata,"NA",LC,"NA","NA","NA","NA"
Senna rugosa,"NA",LC,"NA","NA","NA","NA"
Senna silvestris,"NA",LC,"NA","NA","NA","NA"
Senna spectabilis,"NA",LC,"NA","NA","NA","NA"
Senna trachypus,"NA",LC,"NA","NA","NA","NA"
Serjania cuspidata,"NA","NA","NA","NA",LC,"NA"
Serjania deflexa,"NA","NA","NA","NA",LC,"NA"
Serjania divaricocca,"NA","NA","NA",CR,"NA","NA"
Serjania hatschbachii,"NA","NA","NA",CR,CR,EX
Serjania platycarpa,"NA","NA","NA","NA",LC,"NA"
Sesbania punicea,"NA",LC,"NA","NA","NA","NA"
Sesbania virgata,"NA",LC,"NA","NA","NA","NA"
Sessea brasiliensis,"NA",DD,"NA","NA",NT,"NA"
Sessea regnellii,"NA","NA","NA","NA",LC,"NA"
Setaria parviflora,"NA",LC,EX,"NA","NA","NA"
Setaria parviflora var. pilosissima,"NA","NA","NA",CR,CR,EX
Setaria paucifolia,"NA","NA","NA","NA",LC,"NA"
Setaria sphacelata,"NA",LC,"NA","NA","NA","NA"
Setaria stolonifera,"NA","NA","NA",CR,"NA","NA"
Setaria tenacissima,"NA","NA",CR,"NA",LC,CR
Sida acrantha,"NA","NA",EN,"NA","NA",EN
Siderasis fuscata,"NA","NA","NA",EN,"NA","NA"
Sideroxylon obtusifolium,"NA","NA","NA","NA",LC,"NA"
Simira grazielae,"NA","NA","NA",EN,"NA","NA"
Simira hatschbachiorum,"NA","NA","NA",EN,"NA","NA"
Simira hexandra,NA-NA,DD-NA,NA-NA,NA-NA,DD-LC,NA-NA
Simira rubra,NA-NA,NA-NA,NA-NA,NA-NA,DD-LC,NA-NA
Simira sampaioana,"NA",LC,"NA","NA","NA","NA"
Sincoraea amoena,"NA","NA","NA",EN,"NA","NA"
Sincoraea humilis,"NA","NA","NA",CR,"NA","NA"
Sinningia aghensis,"NA","NA","NA",EN,"NA","NA"
Sinningia araneosa,"NA","NA","NA",VU,VU,VU
Sinningia canescens,"NA","NA","NA","NA",NT,VU
Sinningia carangolensis,"NA","NA","NA",EN,"NA","NA"
Sinningia cardinalis,"NA","NA","NA",CR,"NA","NA"
Sinningia cochlearis,"NA","NA","NA",CR,"NA","NA"
Sinningia conspicua,"NA","NA","NA","NA",DD,"NA"
Sinningia cooperi,"NA","NA","NA","NA",LC,"NA"
Sinningia defoliata,"NA","NA","NA",VU,"NA","NA"
Sinningia douglasii,"NA","NA","NA","NA",LC,"NA"
Sinningia elatior,"NA","NA","NA","NA",LC,"NA"
Sinningia glazioviana,"NA","NA","NA",CR,CR,CR
Sinningia guttata,"NA","NA","NA",EN,"NA","NA"
Sinningia harleyi,"NA","NA","NA",EN,"NA","NA"
Sinningia hatschbachii,"NA","NA","NA",EN,EN,EN
Sinningia hirsuta,"NA","NA","NA",EN,"NA","NA"
Sinningia iarae,"NA","NA","NA",EN,EN,EN
Sinningia insularis,"NA","NA","NA",EN,EN,EN
Sinningia kautskyi,"NA","NA","NA",VU,"NA","NA"
Sinningia lindleyi,"NA","NA","NA",EN,"NA","NA"
Sinningia lineata,"NA","NA","NA",EN,"NA","NA"
Sinningia macropoda,"NA","NA","NA","NA",LC,"NA"
Sinningia magnifica,"NA","NA","NA","NA",LC,VU
Sinningia micans,"NA","NA","NA",EN,EN,EN
Sinningia piresiana,"NA","NA","NA",EN,EN,EN
Sinningia rupicola,"NA","NA","NA",EN,"NA","NA"
Sinningia striata,"NA","NA","NA",VU,"NA","NA"
Sinningia tuberosa,"NA","NA","NA",VU,"NA","NA"
Sinningia valsuganensis,"NA","NA","NA",EN,"NA","NA"
Sinningia villosa,"NA","NA","NA",EN,"NA","NA"
Sinningia warmingii,"NA","NA","NA","NA",LC,VU
Siparuna bifida,"NA","NA","NA","NA",LC,"NA"
Siparuna brasiliensis,"NA","NA","NA","NA",LC,"NA"
Siparuna guianensis,"NA",LC,"NA","NA","NA","NA"
Siparuna reginae,"NA","NA","NA","NA",LC,"NA"
Siphanthera cordata,"NA","NA",VU,"NA","NA",VU
Siphanthera dawsonii,"NA","NA","NA","NA","NA",VU
Siphocampylus lycioides,"NA","NA","NA","NA",NT,EN
Siphoneugena crassifolia,NA-NA-NA,LC-VU-NA,NA-NA-NA,NA-NA-NA,NA-NA-LC,NA-NA-NA
Siphoneugena densiflora,NA-NA,VU-NA,NA-NA,NA-NA,NA-LC,NA-NA
Siphoneugena kiaerskoviana,"NA",NT,"NA","NA",NT,"NA"
Siphoneugena kuhlmannii,"NA","NA","NA",VU,VU,VU
Siphoneugena reitzii,"NA","NA",VU,"NA",LC,VU
Sisyrinchium rambonis,"NA","NA","NA","NA",LC,"NA"
Skeptrostachys arechavaletanii,"NA",LC,"NA","NA","NA","NA"
Sloanea dubia,"NA","NA","NA","NA",DD,"NA"
Sloanea erismoides,"NA","NA","NA","NA",DD,"NA"
Sloanea garckeana,"NA",LC,"NA","NA",LC,"NA"
Sloanea guianensis,"NA",LC,"NA","NA","NA","NA"
Sloanea hirsuta,"NA","NA","NA","NA",LC,"NA"
Sloanea obtusifolia,"NA","NA",EN,EN,EN,EN
Sloanea petalata,"NA","NA","NA","NA",CR,EN
Smallanthus araucariophilus,"NA","NA","NA",CR,"NA","NA"
Smallanthus connatus,"NA","NA","NA","NA",LC,"NA"
Smallanthus riograndensis,"NA","NA","NA",EN,"NA","NA"
Smilax japicanga,"NA","NA","NA","NA",NT,VU
Smilax lappacea,"NA","NA",EX,EN,EN,EX
Smilax lutescens,"NA","NA","NA",EN,EN,EX
Smilax muscosa,"NA","NA","NA",VU,VU,EX
Smilax spicata,"NA","NA","NA",EN,EN,"NA"
Smilax subsessiliflora,"NA","NA","NA",EN,EN,EX
Solanum affine,"NA","NA","NA","NA",LC,"NA"
Solanum arenarium,"NA","NA","NA",EN,"NA","NA"
Solanum argenteum,"NA",LC,"NA","NA","NA","NA"
Solanum bahianum,"NA","NA","NA",EN,"NA","NA"
Solanum bullatum,"NA",LR/cd,"NA","NA",LC,"NA"
Solanum caavurana,"NA",LC,"NA","NA","NA","NA"
Solanum capoerum,"NA",LC,"NA","NA",LC,"NA"
Solanum carautae,"NA",NT,"NA","NA",NT,"NA"
Solanum castaneum,"NA",LC,"NA","NA",LC,"NA"
Solanum cernuum,"NA",LC,"NA","NA","NA","NA"
Solanum cinnamomeum,"NA",LR/cd,"NA","NA",LC,"NA"
Solanum crinitum,"NA",LC,"NA","NA","NA","NA"
Solanum diploconos,NA-NA,LR/nt-NA,NA-NA,NA-NA,NA-LC,NA-NA
Solanum gertii,"NA","NA","NA","NA",NT,"NA"
Solanum granulosoleprosum,NA-NA,LC-NA,NA-NA,NA-NA,NA-LC,NA-NA
Solanum graveolens,"NA","NA","NA",EN,"NA","NA"
Solanum hasslerianum,"NA","NA","NA","NA",LC,"NA"
Solanum jabrense,"NA","NA","NA",EN,"NA","NA"
Solanum kleinii,"NA",EN,"NA","NA",EN,"NA"
Solanum lacerdae,"NA",LC,"NA","NA","NA","NA"
Solanum latiflorum,"NA",LR/nt,"NA","NA",LC,"NA"
Solanum leptostachys,"NA",LC,"NA","NA","NA","NA"
Solanum lycocarpum,"NA",LC,"NA","NA","NA","NA"
Solanum melissarum,"NA",LR/nt,"NA","NA",LC,"NA"
Solanum ovum-fringillae,"NA","NA","NA","NA",DD,"NA"
Solanum pabstii,"NA",LC,"NA","NA",EN,"NA"
Solanum paniculatum,"NA",LC,"NA","NA","NA","NA"
Solanum paralum,"NA",EN,"NA",EN,EN,"NA"
Solanum pinetorum,"NA",LR/nt,"NA","NA",NT,"NA"
Solanum pseudoquina,NA-NA,LR/cd-NA,NA-NA,NA-NA,NA-LC,NA-NA
Solanum reitzii,"NA","NA","NA","NA",NT,"NA"
Solanum restingae,"NA","NA","NA",EN,"NA","NA"
Solanum rufescens,"NA",LC,"NA","NA","NA","NA"
Solanum santosii,"NA","NA","NA",VU,"NA","NA"
Solanum sciadostylis,"NA",LC,"NA","NA","NA","NA"
Solanum spissifolium,CR,"NA",EX,CR,CR,EX
Solanum symmetricum,"NA",LC,"NA","NA","NA","NA"
Solanum variabile,"NA",LC,"NA","NA","NA","NA"
Solanum verticillatum,"NA","NA","NA","NA",LC,"NA"
Solanum viarum,"NA",LC,"NA","NA","NA","NA"
Solanum viscosissimum,"NA","NA","NA",EN,EN,"NA"
Solanum warmingii,"NA","NA","NA",EN,"NA","NA"
Sorghastrum stipoides,"NA",LC,"NA","NA",LC,EX
Sorghum bicolor subsp. arundinaceum,"NA",LC,"NA","NA","NA","NA"
Sorocea guilleminiana,"NA",VU,"NA","NA",LC,"NA"
Sorocea hilarii,"NA",LC,"NA","NA","NA","NA"
Sorocea racemosa,"NA",LC,"NA","NA","NA","NA"
Southbya organensis,"NA","NA","NA",CR,"NA","NA"
Spananthe paniculata,"NA","NA","NA","NA",LC,EX
Sparattosperma catingae,"NA","NA","NA",EN,"NA","NA"
Spathodea campanulata,"NA",LC,"NA","NA","NA","NA"
Specklinia gomesferreirae,"NA","NA","NA",CR,"NA","NA"
Sphaerorrhiza burchellii,"NA","NA","NA",EN,"NA","NA"
Sphagnum aciphyllum,"NA","NA","NA","NA",LC,"NA"
Sphagnum amoenum,"NA","NA","NA","NA",DD,"NA"
Sphagnum brasiliense,"NA",EN,"NA","NA","NA","NA"
Sphenoclea zeylanica,"NA",LC,"NA","NA","NA","NA"
Spigelia amplexicaulis,"NA","NA","NA",EN,EN,EW
Spigelia cipoensis,"NA","NA","NA",CR,"NA","NA"
Spigelia flava,"NA","NA","NA",VU,"NA","NA"
Spigelia kleinii,"NA","NA","NA","NA",DD,"NA"
Spigelia kleinii var. paranaensis,"NA","NA","NA","NA",NE,"NA"
Spigelia kuhlmannii,"NA","NA","NA",EN,"NA","NA"
Spigelia lundiana,"NA","NA","NA",EN,"NA","NA"
Spigelia rojasiana,"NA","NA","NA",EN,EN,EN
Spigelia stenocardia,"NA","NA","NA",EN,"NA","NA"
Spigelia vestita,"NA","NA","NA",EN,"NA","NA"
Spiranthera atlantica,"NA","NA","NA","NA",DD,"NA"
Spiranthera speciosa,"NA","NA","NA",CR,"NA","NA"
Spirotheca rivieri,"NA","NA","NA","NA",LC,"NA"
Spondias expeditionaria,"NA","NA","NA","NA",DD,"NA"
Spondias mombin,"NA",LC,"NA","NA","NA","NA"
Spondias venulosa,"NA",LC,"NA","NA","NA","NA"
Sporobolus adustus,"NA","NA","NA","NA",LC,CR
Sporobolus apiculatus,"NA","NA","NA",EN,EN,EN
Stachytarpheta almasensis,"NA","NA","NA",EN,"NA","NA"
Stachytarpheta procumbens,"NA","NA","NA",EN,"NA","NA"
Stachytarpheta radlkoferiana,"NA","NA","NA",VU,"NA","NA"
Staelia hatschbachii,"NA","NA","NA",EN,"NA","NA"
Standleya kuhlmanni,"NA","NA","NA",EN,"NA","NA"
Stanhopea insignis,"NA","NA","NA","NA",DD,"NA"
Stanhopea lietzei,"NA","NA","NA","NA",LC,"NA"
Staurogyne brachiata,"NA","NA","NA",EN,"NA","NA"
Staurogyne elegans,"NA","NA","NA",VU,"NA","NA"
Staurogyne itatiaiae,"NA","NA","NA",EN,EN,EN
Staurogyne nitida,"NA","NA","NA",VU,"NA","NA"
Staurogyne vauthieriana,"NA","NA","NA",EN,"NA","NA"
Staurogyne veronicifolia,"NA","NA","NA",EN,"NA","NA"
Staurogyne warmingiana,"NA","NA","NA",EN,"NA","NA"
Steinchisma spathellosum,"NA","NA",EX,"NA","NA",EX
Steiropteris hatschbachii,"NA","NA","NA","NA",LC,"NA"
Steiropteris leprieurii,"NA","NA","NA","NA",LC,"NA"
Stelis argentata,"NA",NT,"NA","NA","NA","NA"
Stelis ruprechtiana,"NA",LC,"NA","NA","NA","NA"
Stemodia foliosa,"NA","NA","NA","NA","NA",EX
Stemodia hyptoides,"NA","NA","NA",VU,"NA","NA"
Stenachaenium megapotamicum,"NA","NA","NA",CR,CR,"NA"
Stenandrium dulce,"NA","NA","NA","NA",LC,EX
Stenandrium hatschbachii,"NA","NA","NA",EN,"NA","NA"
Stenandrium mandioccanum,"NA","NA","NA","NA","NA",VU
Stenandrium stenophyllum,"NA","NA","NA",EN,"NA","NA"
Stenocephalum monticola,"NA","NA","NA","NA",DD,"NA"
Stenogrammitis limula,NA-NA,NA-NA,NA-NA,CR-NA,NA-CR,NA-NA
Stenogrammitis pumila,"NA","NA","NA",CR,"NA","NA"
Stenopadus aracaensis,"NA","NA","NA","NA",DD,"NA"
Stenopadus talaumifolius,"NA","NA","NA","NA",DD,"NA"
Stenospermation ulei,"NA","NA","NA","NA",DD,"NA"
Stenostephanus lobeliiformis,"NA","NA","NA","NA",DD,"NA"
Stephanopodium engleri,"NA","NA","NA",EN,"NA","NA"
Stephanopodium estrellense,"NA",EN,"NA","NA",EN,"NA"
Stephanopodium magnifolium,"NA","NA","NA",CR,"NA","NA"
Sterculia albidiflora,"NA","NA","NA","NA",DD,"NA"
Sterculia curiosa,"NA","NA","NA","NA",LC,"NA"
Sterculia rigidifolia,"NA","NA","NA","NA",DD,"NA"
Sterculia striata,"NA",LC,"NA","NA","NA","NA"
Sterigmapetalum plumbeum,"NA","NA","NA","NA",DD,"NA"
Stevia alternifolia,"NA","NA","NA","NA",NT,EX
Stevia camporum,"NA","NA","NA","NA",LC,"NA"
Stevia catharinensis,"NA","NA","NA",EN,"NA","NA"
Stevia hilarii,"NA","NA","NA",CR,"NA","NA"
Stevia leptophylla,"NA","NA","NA",EN,"NA",EN
Stevia pohliana,"NA","NA","NA","NA",NT,EX
Stevia resinosa,"NA","NA","NA","NA",VU,"NA"
Stevia riedelli,NA-NA,NA-NA,NA-NA,EN-NA,EN-NA,EN-EN
Stevia selloi,"NA","NA","NA",VU,"NA","NA"
Steyermarkina dispalata,"NA","NA","NA",VU,VU,EX
Stifftia chrysantha,"NA",LC,"NA","NA","NA","NA"
Stifftia fruticosa,"NA","NA","NA",VU,VU,"NA"
Stifftia parviflora,"NA","NA","NA","NA",DD,"NA"
Stigmaphyllon angustilobum,"NA","NA","NA","NA",LC,"NA"
Stigmaphyllon bradei,"NA","NA","NA",CR,CR,"NA"
Stigmaphyllon carautae,"NA","NA","NA",CR,"NA","NA"
Stigmaphyllon crenatum,"NA","NA","NA",EN,"NA","NA"
Stigmaphyllon glabrum,"NA","NA","NA",CR,"NA","NA"
Stigmaphyllon harleyi,"NA","NA","NA",EN,"NA","NA"
Stigmaphyllon hatschbachii,"NA","NA","NA","NA",DD,"NA"
Stigmaphyllon macedoanum,"NA","NA","NA",CR,"NA","NA"
Stigmaphyllon matogrossense,"NA","NA","NA",CR,"NA","NA"
Stigmaphyllon vitifolium,"NA","NA","NA",CR,"NA","NA"
Stigmatodon amadoi,"NA","NA","NA",CR,"NA","NA"
Stigmatodon apparicianus,"NA","NA","NA","NA",DD,"NA"
Stigmatodon belloi,"NA","NA","NA","NA",DD,"NA"
Stigmatodon brassicoides,"NA","NA","NA",EN,"NA","NA"
Stigmatodon costae,"NA","NA","NA",CR,"NA","NA"
Stigmatodon croceanus,"NA","NA","NA","NA",DD,"NA"
Stigmatodon funebris,"NA","NA","NA",EN,"NA","NA"
