especie_original,cat_ameaca_cncflora_1,cat_ameaca_cncflora_0
Senna angulata,LC,NA
Senna formosa,VU,NA
Senna paradictyon,LC,NA
Serjania acuminata,DD,NA
Serjania cuspidata,LC,NA
Serjania deflexa,LC,NA
Serjania divaricocca,CR,NA
Serjania fluminensis,EN,NA
Serjania hamuligera,DD,NA
Serjania hatschbachii,CR,NA
Serjania itatiaiensis,DD,NA
Serjania littoralis,EN,NA
Serjania platycarpa,LC,NA
Serjania tenuis,VU,NA
Serjania truncata,DD,NA
Sessea brasiliensis,NT,NA
Sessea regnellii,LC,NA
Setaria parviflora var. pilosissima,CR,NA
Setaria paucifolia,LC,NA
Setaria stolonifera,CR,NA
Setaria tenacissima,LC,NA
Sida petropolitana,DD,NA
Sida rufescens,LC,NA
Sida sampaiana,DD,NA
Siderasis fuscata,EN,EN
Sideroxylon obtusifolium,LC,NA
Simaba floribunda,LC,NA
Simaba glabra,VU,NA
Simaba insignis,EN,NA
Simaba planaltina,CR,NA
Simaba pumila,VU,NA
Simaba salubris,CR,NA
Simaba suaveolens,CR,NA
Simaba warmingiana,EN,NA
Simira corumbensis,LC,NA
Simira eliezeriana,EN,NA
Simira gardneriana,NT,NT
Simira glaziovii,LC,NA
Simira grazielae,CR,EN
Simira hatschbachiorum,EN,EN
Simira paraensis,VU,NA
Simira pilosa,DD,NA
Simira rubra,DD,NA
Simira viridiflora,LC,NA
Simira walteri,EN,NA
Sinningia aghensis,EN,NA
Sinningia araneosa,VU,NA
Sinningia barbata,LC,NA
Sinningia brasiliensis,LC,NA
Sinningia bulbosa,EN,NA
Sinningia canescens,NT,NA
Sinningia carangolensis,EN,NA
Sinningia cardinalis,EN,CR
Sinningia cochlearis,CR,CR
Sinningia conspicua,DD,NA
Sinningia cooperi,LC,NA
Sinningia curtiflora,NT,NA
Sinningia defoliata,VU,NA
Sinningia douglasii,LC,NA
Sinningia elatior,LC,NA
Sinningia gesneriifolia,CR,NA
Sinningia glazioviana,CR,NA
Sinningia guttata,EN,EN
Sinningia harleyi,EN,NA
Sinningia hatschbachii,EN,NA
Sinningia helleri,CR,NA
Sinningia hirsuta,EN,EN
Sinningia iarae,EN,NA
Sinningia insularis,EN,NA
Sinningia kautskyi,VU,NA
Sinningia lateritia,EN,NA
Sinningia lindleyi,EN,EN
Sinningia lineata,EN,NA
Sinningia macropoda,LC,NA
Sinningia magnifica,LC,NA
Sinningia micans,EN,NA
Sinningia muscicola,CR,NA
Sinningia piresiana,EN,NA
Sinningia pusilla,EN,NA
Sinningia rupicola,EN,NA
Sinningia sceptrum,LC,NA
Sinningia speciosa,NT,NA
Sinningia striata,VU,NA
Sinningia tuberosa,VU,NA
Sinningia valsuganensis,EN,NA
Sinningia velutina,VU,NA
Sinningia villosa,EN,NA
Sinningia warmingii,LC,NA
Siparuna bifida,LC,NA
Siparuna brasiliensis,LC,NA
Siparuna glycycarpa,LC,NA
Siparuna petasiformis,DD,NA
Siparuna reginae,LC,NA
Siphocampylus corymbiferus,NT,NA
Siphocampylus lycioides,NT,NA
Siphocampylus verticillatus,LC,NA
Siphocampylus viscidus,DD,NA
Siphoneugena delicata,VU,NA
Siphoneugena densiflora,LC,NA
Siphoneugena kiaerskoviana,NT,NA
Siphoneugena kuhlmannii,VU,VU
Siphoneugena reitzii,LC,NA
Siphoneugena widgreniana,LC,NA
Sisyrinchium rambonis,LC,NA
Sloanea dubia,DD,NA
Sloanea erismoides,DD,NA
Sloanea fasciculata,EN,NA
Sloanea froesii,VU,NA
Sloanea garckeana,LC,NA
Sloanea hatschbachii,EN,NA
Sloanea hirsuta,LC,NA
Sloanea obtusifolia,EN,EN
Sloanea petalata,CR,NA
Sloanea pseudoverticillata,DD,NA
Sloanea retusa,LC,NA
Smallanthus araucariophilus,CR,NA
Smallanthus connatus,LC,NA
Smallanthus riograndensis,EN,NA
Smilax goyazana,LC,NA
Smilax japicanga,NT,NA
Smilax lappacea,EN,NA
Smilax longifolia,LC,NA
Smilax lutescens,EN,NA
Smilax muscosa,VU,NA
Smilax spicata,EN,NA
Smilax subsessiliflora,EN,NA
Sobralia liliastrum,LC,NA
Solanum affine,LC,NA
Solanum arenarium,EN,NA
Solanum bahianum,EN,NA
Solanum bullatum,LC,NA
Solanum capoerum,LC,NA
Solanum carautae,NT,NA
Solanum cinnamomeum,LC,NA
Solanum diamantinense,NT,NA
Solanum diploconos,LC,NA
Solanum eitenii,CR,NA
Solanum friburgense,VU,NA
Solanum gertii,EN,NT
Solanum granulosoleprosum,LC,NA
Solanum graveolens,EN,NA
Solanum hasslerianum,LC,NA
Solanum jabrense,EN,NA
Solanum kleinii,EN,NA
Solanum latiflorum,LC,NA
Solanum leucodendron,LC,NA
Solanum melissarum,LC,NA
Solanum ovum-fringillae,DD,NA
Solanum pabstii,EN,NA
Solanum pachimatium,VU,NA
Solanum paralum,EN,NA
Solanum pinetorum,NT,NA
Solanum pseudoquina,LC,NA
Solanum psilophyllum,EN,NA
Solanum reitzii,NT,NA
Solanum restingae,EN,NA
Solanum santosii,VU,NA
Solanum sooretamum,LC,NA
Solanum spissifolium,CR,NA
Solanum sycocarpum,NT,NA
Solanum verticillatum,LC,NA
Solanum viscosissimum,EN,NA
Solanum warmingii,NT,EN
Sophronitis cernua,LC,NA
Sorghastrum stipoides,LC,NA
Sorocea carautana,EN,NA
Sorocea guilleminiana,LC,NA
Sorocea longipedicellata,CR,NA
Souroubea platyadenia,DD,NA
Southbya organensis,CR,NA
Spananthe paniculata,LC,NA
Sparattosperma catingae,EN,EN
Specklinia bacillaris,EN,NA
Specklinia carinifera,VU,NA
Specklinia castellensis,CR,NA
Specklinia conspersa,EN,NA
Specklinia garayi,CR,NA
Specklinia gomesferreirae,CR,NA
Specklinia hymenantha,DD,NA
Specklinia lingua,EN,NA
Specklinia ruschii,CR,NA
Spermacoce glabra,LC,NA
Spermacoce tenuior,LC,NA
Sphaerorrhiza burchellii,EN,NA
Sphaerorrhiza sarmentiana,LC,NA
Sphagnum amoenum,DD,NA
Sphagnum costae,DD,NA
Sphagnum luetzelburgii,DD,NA
Sphagnum pendulirameum,LC,NA
Sphagnum scorpioides,DD,NA
Sphagnum subhomophyllum,DD,NA
Sphagnum triporosum,DD,NA
Sphinctanthus acutilobus,DD,NA
Spigelia aceifolia,EN,NA
Spigelia amplexicaulis,EN,NA
Spigelia cipoensis,CR,NA
Spigelia flava,VU,NA
Spigelia kleinii var. paranaensis,DD,NA
Spigelia kuhlmannii,EN,NA
Spigelia lundiana,EN,NA
Spigelia reitzii,EN,NA
Spigelia sellowiana,LC,NA
Spigelia vestita,EN,NA
Spiranthera atlantica,DD,NA
Spiranthera odoratissima,LC,NA
Spirotheca rivieri,LC,NA
Spondias admirabilis,EN,NA
Spondias expeditionaria,DD,NA
Spongiosperma longilobum,EN,NA
Sporobolus adustus,LC,NA
Sporobolus apiculatus,EN,NA
Sporobolus camporum,LC,NA
Sporobolus hians,CR,NA
Sporobolus paucifolius,DD,NA
Stachyarrhena acutiloba,DD,NA
Stachyarrhena harleyi,LC,NA
Stachytarpheta ajugifolia,EN,NA
Stachytarpheta almasensis,EN,NA
Stachytarpheta bicolor,LC,NA
Stachytarpheta discolor,EN,NA
Stachytarpheta froesii,EN,NA
Stachytarpheta galactea,DD,NA
Stachytarpheta integrifolia,EN,NA
Stachytarpheta itambensis,EN,NA
Stachytarpheta lacunosa,VU,NA
Stachytarpheta lychnitis,VU,NA
Stachytarpheta monachinoi,EN,NA
Stachytarpheta pohliana,DD,NA
Stachytarpheta procumbens,EN,NA
Stachytarpheta radlkoferiana,VU,NA
Staelia hatschbachii,EN,NA
Staelia tocantinsiana,EN,NA
Staminodianthus rosae,VU,NA
Standleya erecta,CR,NA
Standleya kuhlmanni,EN,NA
Standleya limae,CR,NA
Stanhopea insignis,DD,NA
Stanhopea lietzei,LC,NA
Staurogyne anigozanthus,NT,NA
Staurogyne brachiata,EN,EN
Staurogyne carvalhoi,VU,NA
Staurogyne elegans,VU,NA
Staurogyne euryphylla,EN,NA
Staurogyne itatiaiae,EN,NA
Staurogyne minarum,EN,NA
Staurogyne vauthieriana,EN,NA
Staurogyne veronicifolia,EN,NA
Staurogyne warmingiana,EN,NA
Stelis palmeiraensis,VU,NA
Stemodia harleyi,VU,NA
Stemodia hyptoides,VU,NA
Stenachaenium macrocephalum,CR,NA
Stenandrium diphyllum,LC,NA
Stenandrium goiasense,DD,NA
Stenandrium hatschbachii,EN,NA
Stenandrium irwinii,EN,NA
Stenandrium stenophyllum,EN,NA
Stenocephalum monticola,DD,NA
Stenogrammitis luetzelburgii,DD,NA
Stenopadus aracaensis,DD,NA
Stenopadus talaumifolius,DD,NA
Stenophalium almasense,VU,NA
Stenophalium heringeri,DD,NA
Stenospermation ulei,DD,NA
Stenostephanus lobeliiformis,DD,NA
Stephanopodium engleri,EN,EN
Stephanopodium estrellense,EN,NA
Stephanopodium magnifolium,EN,CR
Stephanopodium sessile,EN,NA
Sterculia albidiflora,DD,NA
Sterculia curiosa,LC,NA
Sterculia excelsa,LC,NA
Sterculia rigidifolia,DD,NA
Sterigmapetalum plumbeum,DD,NA
Stevia alternifolia,NT,NA
Stevia camporum,LC,NA
Stevia catharinensis,EN,NA
Stevia dubia,DD,NA
Stevia hilarii,CR,NA
Stevia leptophylla,EN,NA
Stevia organensis,EN,NT
Stevia pohliana,NT,NA
Stevia resinosa,VU,NA
Stevia riedelli,EN,NA
Stevia selloi,VU,NA
Stevia verticillata,DD,NA
Steyermarkina dispalata,VU,NA
Stifftia fruticosa,VU,NA
Stifftia parviflora,DD,NA
Stigmaphyllon affine,VU,NA
Stigmaphyllon angustilobum,LC,NA
Stigmaphyllon bradei,CR,NA
Stigmaphyllon carautae,CR,CR
Stigmaphyllon crenatum,EN,NA
Stigmaphyllon glabrum,CR,NA
Stigmaphyllon harleyi,EN,NA
Stigmaphyllon hatschbachii,DD,NA
Stigmaphyllon jobertii,DD,NA
Stigmaphyllon macedoanum,CR,NA
Stigmaphyllon mattogrossense,CR,NA
Stigmaphyllon vitifolium,CR,NA
Stigmatosema hatschbachii,CR,NA
Stillingia loranthacea,EN,NA
Stillingia oppositifolia,LC,NA
Stilpnopappus cearensis,DD,NA
Stilpnopappus semirianus,EN,NA
Stilpnopappus suffruticosus,CR,NA
Stilpnopappus tomentosus,NT,NA
Stomatanthes dentatus,LC,NA
Stomatanthes dictyophyllus,LC,NA
Stomatanthes loefgrenii,CR,NA
Streblacanthus dubiosus,EN,NA
Streptochaeta spicata,LC,NA
Streptostachys lanciflora,DD,NA
Stromanthe porteana,LC,NA
Stromanthe schottiana,LC,NA
Strophopappus bicolor,EN,NA
Strophopappus ferrugineus,EN,NA
Struthanthus armandianus,DD,NA
Struthanthus dorothyi,CR,NA
Struthanthus harlingianus,DD,NA
Struthanthus involucratus,DD,NA
Struthanthus maricensis,CR,NA
Struthanthus microstylus,CR,NA
Struthanthus pentamerus,EN,NA
Struthanthus planaltinae,EN,NA
Struthanthus pusillifolius,EN,NA
Struthanthus rufo-furfuraceus,DD,NA
Strychnos atlantica,NT,NA
Strychnos bicolor,LC,NA
Strychnos cerradoensis,DD,NA
Strychnos dantaensis,CR,NA
Strychnos gardneri,LC,NA
Strychnos jacarepiensis,CR,NA
Strychnos nigricans,LC,NA
Strychnos rubiginosa,LC,NA
Strychnos trinervis,LC,NA
Stryphnodendron adstringens,LC,NA
Stryphnodendron coriaceum,LC,NA
Stryphnodendron occhionianum,LC,NA
Stryphnodendron racemiferum,LC,NA
Stylogyne araujoana,DD,NA
Stylogyne leptantha,EN,NA
Stylogyne sordida,CR,NA
Stylosanthes nunoi,DD,NA
Stylotrichium corymbosum,EN,NA
Stylotrichium edmundoi,EN,NA
Stylotrichium glomeratum,CR,NA
Stylotrichium sucrei,EN,NA
Styrax acuminatus,LC,NA
Styrax griseus,NT,NA
Sucrea maculata,EN,NA
Sucrea sampaiana,EN,NA
Svitramia integerrima,EN,NA
Svitramia minor,VU,NA
Svitramia petiolata,DD,NA
Svitramia wurdackiana,VU,NA
Swartzia acutifolia,LC,NA
Swartzia alagoensis,EN,NA
Swartzia alternifoliolata,EN,NA
Swartzia arborescens,LC,NA
Swartzia arenophila,EN,NA
Swartzia arumateuana,LC,NA
Swartzia bahiensis,VU,NA
Swartzia capixabensis,DD,NA
Swartzia coriaceifolia,DD,NA
Swartzia curranii,DD,NA
Swartzia dipetala,VU,NA
Swartzia discocarpa,EN,NA
Swartzia duckei,NT,NA
Swartzia euxylophora,EN,NA
Swartzia fimbriata,DD,NA
Swartzia flaemingii,LC,NA
Swartzia glazioviana,VU,VU
Swartzia ingens,VU,NA
Swartzia krukovii,EN,NA
Swartzia langsdorffii,LC,NA
Swartzia laurifolia,LC,NA
Swartzia linharensis,EN,VU
Swartzia lucida,LC,NA
Swartzia manausensis,LC,NA
Swartzia mangabalensis,DD,NA
Swartzia micrantha,EN,NA
Swartzia multijuga,LC,NA
Swartzia oriximinaensis,DD,NA
Swartzia pickelii,LC,NA
Swartzia prancei,DD,NA
Swartzia prolata,EN,NA
Swartzia revoluta,EN,NA
Swartzia riedelii,VU,NA
Swartzia rondoniensis,DD,NA
Swartzia rugosa,VU,NA
Swartzia simplex,LC,NA
Swartzia submontana,CR,NA
Swartzia thomasii,EN,NA
Swartzia tomentifera,LC,NA
Swartzia ulei,LC,NA
Swietenia macrophylla,VU,NA
Syagrus botryophora,LC,NA
Syagrus glaucescens,VU,NA
Syagrus macrocarpa,EN,NA
Syagrus mendanhensis,CR,NA
Syagrus picrophylla,VU,NA
Syagrus pseudococos,LC,NA
Syagrus romanzoffiana,LC,NA
Syagrus ruschiana,VU,NA
Syagrus schizophylla,NT,NA
Syagrus smithii,LC,NA
Syagrus weddelliana,EN,NA
Syagrus werdermannii,LC,NA
Symphyopappus casarettoi,LC,NA
Symphyopappus lymansmithii,NT,NT
Symphyopappus uncinatus,EN,NA
Symplocos altissima,DD,DD
Symplocos angulata,CR,NA
Symplocos corymboclados,EN,EN
Symplocos dasyphylla,EN,NA
Symplocos falcata,LC,NA
Symplocos glaberrima,EN,EN
Symplocos glandulosomarginata,LC,NA
Symplocos glaziovii,DD,NA
Symplocos inopinata,EN,NA
Symplocos insolita,EN,NA
Symplocos itatiaiae,EN,EN
Symplocos microstyla,CR,NA
Symplocos neglecta,CR,CR
Symplocos occulta,DD,NA
Symplocos organensis,EN,EN
Symplocos platyphylla,LC,NA
Symplocos pycnobotrya,EN,NA
Symplocos revoluta,LC,NA
Symplocos rhamnifolia,CR,EN
Symplocos rizzinii,CR*,NA
Symplocos saxatilis,CR,NA
Symplocos tenuifolia,LC,NA
Syngonanthus bracteosus,DD,NA
Syngonanthus caulescens,LC,NA
Syngonanthus helminthorrhizus,LC,NA
Syngonanthus hygrotrichus,EN,NA
Syngonanthus incurvifolius,CR,NA
Syngonanthus itambeensis,EN,NA
Syngonanthus laricifolius,VU,NA
Syngonanthus latifolius,DD,NA
Syngonanthus niger,DD,NA
Syngonanthus vittatus,EN,NA
Syngonanthus widgrenianus,DD,NA
Tabebuia cassinoides,VU,EN
Tabebuia elliptica,LC,NA
Tabebuia obtusifolia,LC,NA
Tabebuia reticulata,LC,NA
Tabernaemontana brasiliensis,DD,NA
Tabernaemontana cumata,EN,EN
Tabernaemontana muricata,LC,NA
Taccarum peregrinum,LC,NA
Tachia siwertii,DD,NA
Tachigali acrensis,CR,NA
Tachigali argyrophylla,DD,NA
Tachigali beaurepairei,EN,VU
Tachigali candelabrum,EN,NA
Tachigali catingae,DD,NA
Tachigali densiflora,LC,NA
Tachigali denudata,EN,NT
Tachigali friburgensis,LC,NA
Tachigali fusca,DD,NA
Tachigali hypoleuca,DD,NA
Tachigali paratyensis,LC,NA
Tachigali pilgeriana,NT,NT
Tachigali rugosa,NT,NT
Tachigali spathulipetala,EN,VU
Tachigali urbaniana,LC,NA
Tacinga braunii,VU,NA
Tacinga funalis,DD,NA
Tacinga inamoena,DD,NA
Tacinga palmadora,LC,NA
Tacinga saxatilis,LC,NA
Tacinga saxatilis subsp. estevesii,DD,NA
Tacinga werneri,DD,NA
Talisia angustifolia,LC,NA
Talisia douradensis,DD,NA
Talisia ghilleana,EN,NA
Talisia granulosa,CR,NA
Talisia marleneana,LC,NA
Talisia parviflora,VU,NA
Talisia subalbens,NT,VU
Tapura follii,CR,NA
Tapura lanceolata,LC,NA
Tapura wurdackiana,EN,NA
Tassadia geniculata,EN,NA
Tassadia obovata,LC,NA
Tassadia rizzoana,DD,CR
Temnadenia violacea,LC,NA
Tephrosia sessiliflora,LC,NA
Terminalia actinophylla,LC,NA
Terminalia acuminata,EN,EN
Terminalia argentea,LC,NA
Terminalia januariensis,LC,NA
Terminalia kuhlmannii,NT,NA
Terminalia reitzii,DD,NA
Ternstroemia aracae,LC,NA
Ternstroemia brasiliensis,LC,NA
Ternstroemia cuneifolia,EN,VU
Ternstroemia krukoffiana,DD,NA
Ternstroemia subcaudata,DD,NA
Ternstroemia urophora,LC,NA
Terpsichore chrysleri,LC,NA
Terpsichore semihirsuta,EN,NA
Terpsichore senilis,CR,NA
Terpsichore taxifolia,EN,NA
Tetragastris breviacuminata,EN,NA
Tetragastris catuaba,EN,NA
Tetragastris occhionii,EN,NA
Tetrapollinia caerulescens,LC,NA
Tetrapterys cordifolia,DD,NA
Tetrapterys microphylla,LC,NA
Tetrastylidium grandifolium,LC,NA
Tetrorchidium parvulum,NT,NA
Tetrorchidium rubrivenium,LC,NA
Thalia multiflora,DD,NA
Thalia petersiana,DD,NA
Thelypteris angustifolia,LC,NA
Thelypteris araucariensis,LC,NA
Thelypteris concinna,LC,NA
Thelypteris cutiataensis,EN,NA
Thelypteris hatschbachii,LC,NA
Thelypteris leprieurii,LC,NA
Thelypteris littoralis,EN,NA
Thelypteris macrophylla,LC,NA
Thelypteris montana,VU,NA
Thelypteris multigemmifera,CR,NA
Thelypteris novaeana,CR,NA
Thelyschista ghillanyi,VU,NA
Theobroma canumanense,DD,NA
Theobroma grandiflorum,LC,NA
Thesium aphyllum,LC,NA
Thismia caudata,DD,NA
Thismia fungiformis,DD,NA
Thismia glaziovii,DD,NA
Thismia macahensis,DD,NA
Thrasyopsis juergensii,EN,NA
Thrasyopsis repanda,EN,NA
Thryallis brachystachys,LC,NA
Thryallis laburnum,VU,NA
Thryallis parviflora,EN,NA
Thysanoglossa jordanensis,EN,NA
Tibouchina aegopogon,LC,NA
Tibouchina alata,DD,NA
Tibouchina apparicioi,EN,NA
Tibouchina asperior,LC,NA
Tibouchina axillaris,EN,NA
Tibouchina bergiana,EN,NA
Tibouchina boudetii,EN,VU
Tibouchina candolleana,LC,NA
Tibouchina castellensis,CR,NA
Tibouchina cordifolia,DD,NA
Tibouchina cristata,EN,NA
Tibouchina discolor,DD,NA
Tibouchina dubia,LC,NA
Tibouchina dusenii,NT,NA
Tibouchina eichleri,DD,NA
Tibouchina floribunda,DD,NA
Tibouchina frigidula,LC,NA
Tibouchina gardneriana,LC,NA
Tibouchina hirsutissima,CR,NA
Tibouchina kleinii,NT,NA
Tibouchina pallida,CR,NA
Tibouchina papyrus,NT,NA
Tibouchina quartzophila,EN,NA
Tibouchina riedeliana,EN,NA
Tibouchina rigidula,EN,NA
Tibouchina schenckii,NT,NA
Tibouchina schwackei,DD,NA
Tibouchina thereminiana,NT,NA
Tibouchina trichopoda,LC,NA
Tibouchina urvilleana,LC,NA
Ticorea froesii,VU,NA
Tillandsia aeranthos,LC,NA
Tillandsia afonsoana,CR,NA
Tillandsia araujei,EN,NA
Tillandsia brachyphylla,EN,EN
Tillandsia carminea,EN,NA
Tillandsia crocata,EN,NA
Tillandsia duratii,DD,NA
Tillandsia duratii var. saxatilis,DD,NA
Tillandsia gardneri,LC,NA
Tillandsia geminiflora,LC,NA
Tillandsia grazielae,EN,EN
Tillandsia heubergeri,VU,NA
Tillandsia itaubensis,DD,NA
Tillandsia jonesii,CR,NA
Tillandsia kautskyi,VU,NA
Tillandsia linearis,LC,NA
Tillandsia lorentziana,LC,NA
Tillandsia mallemontii,LC,NA
Tillandsia montana,DD,NA
Tillandsia neglecta,CR,CR
Tillandsia nuptialis,DD,NA
Tillandsia organensis,DD,NA
Tillandsia reclinata,CR,CR
Tillandsia recurvifolia,DD,NA
Tillandsia roseiflora,EN,NA
Tillandsia streptocarpa,LC,NA
Tillandsia sucrei,CR,CR
Tillandsia tenuifolia,LC,NA
Tillandsia thiekenii,DD,NA
Tillandsia toropiensis,DD,NA
Tillandsia tricholepis,LC,NA
Tillandsia usneoides,LC,NA
Tillandsia winkleri,DD,NA
Tillandsia xiphioides,EN,NA
Tinantia erecta,LC,NA
Tococa costoides,DD,NA
Tocoyena sellowiana,LC,NA
Tontelea lanceolata,EN,NA
Tontelea leptophylla,LC,NA
Tontelea martiana,EN,NA
Toulicia laevigata,LC,NA
Toulicia stans,CR,NA
Toulicia subsquamulata,VU,NA
Touroulia amazonica,DD,NA
Tragia peltata,DD,NA
Trattinnickia ferruginea,EN,EN
Trattinnickia mensalis,EN,EN
Trembleya calycina,EN,NA
Trembleya chamissoana,EN,NA
Trembleya hatschbachii,EN,NA
Trembleya pentagona,VU,NA
Trembleya phlogiformis,LC,NA
Trembleya pityoides,CR,NA
Trembleya rosmarinoides,EN,NA
Trichilia areolata,LC,NA
Trichilia blanchetii,VU,NA
Trichilia bullata,LC,NA
Trichilia casaretti,LC,NA
Trichilia elsae,LC,NA
Trichilia emarginata,LC,NA
Trichilia fasciculata,LC,NA
Trichilia florbranca,CR,NA
Trichilia hirta,LC,NA
Trichilia hispida,DD,NA
Trichilia lecointei,LC,NA
Trichilia lepidota,LC,NA
Trichilia luciae,EN,NA
Trichilia magnifoliola,VU,EN
Trichilia micropetala,EN,EN
Trichilia pallens,LC,NA
Trichilia pseudostipularis,NT,NA
Trichilia ramalhoi,NT,NA
Trichilia silvatica,LC,NA
Trichilia solitudinis,LC,NA
Trichilia stellato-tomentosa,VU,NA
Trichilia surumuensis,DD,NA
Trichilia tetrapetala,LC,NA
Trichocentrum albococcineum,LC,NA
Trichocentrum fuscum,LC,NA
Trichocline catharinensis,LC,NA
Trichocline linearifolia,VU,NA
Trichocline macrocephala,LC,NA
Trichocline maxima,DD,NA
Trichocolea brevifissa,LC,NA
Trichogonia hirtiflora,NT,NA
Trichogonia menthifolia,DD,NA
Trichogoniopsis podocarpa,EN,NA
Trichomanes lucens,LC,NA
Trichomanes macilentum,DD,NA
Trichomanes spruceanum,DD,NA
Trichopilia santoslimae,CR,NA
Trichosalpinx bradei,LC,NA
Trichostigma octandrum,LC,NA
Trifolium argentinense,DD,NA
Trigonia bahiensis,LC,NA
Trigonia littoralis,EN,NA
Trigonidium acuminatum,LC,NA
Trigonidium latifolium,LC,NA
Trigonidium turbinatum,DD,NA
Trigoniodendron spiritusanctense,EN,VU
Trigynaea axilliflora,EN,CR
Trigynaea flagelliflora,DD,NA
Trigynaea oblongifolia,EN,EN
Trilepis tenuis,CR,CR
Trimezia brevicaulis,LC,NA
Trimezia exillima,EN,NA
Trimezia fistulosa,EN,NA
Trimezia fistulosa var. longifolia,CR,NA
Trimezia organensis,EN,NA
Trimezia plicatifolia,EN,NA
Trimezia pusilla,NT,NA
Triplaris physocalyx,EN,NA
Tripogandra elata,EN,NA
Tripogandra warmingiana,VU,NA
Triraphis devia,EN,NA
Trischidium limae,EN,NA
Trisetum brasiliense,DD,NA
Trithrinax acanthocoma,VU,NA
Trithrinax brasiliensis,NT,NA
Triumfetta grandiflora,LC,NA
Triuris alata,DD,NA
Triuris hyalina,LC,NA
Trixis glaziovii,VU,NA
Trixis pallida,CR,NA
Trixis pruskii,NT,NT
Trixis thyrsoidea,NT,NA
Trizeuxis falcata,LC,NA
Tropaeolum pentaphyllum,LC,NA
Tropaeolum warmingianum,EN,NA
Turnera asymmetrica,DD,NA
Turnera capitata,LC,NA
Turnera cipoensis,VU,NA
Turnera coccinea,EN,NA
Turnera collotricha,CR,NA
Turnera coriacea,EN,NA
Turnera elliptica,DD,NA
Turnera foliosa,EN,NA
Turnera gardneriana,DD,NA
Turnera hilaireana,LC,NA
Turnera ignota,CR,NA
Turnera luetzelburgii,VU,NA
Turnera pinifolia,EN,NA
Turnera princeps,DD,NA
Turnera reginae,DD,NA
Turnera revoluta,EN,NA
Turnera riedeliana,CR,NA
Uebelmannia buiningii,CR,NA
Uebelmannia gummifera,VU,NA
Uebelmannia pectinifera,EN,NA
Ungulipetalum filipendulum,DD,NA
Unonopsis aurantiaca,EN,NA
Unonopsis bahiensis,LC,NA
Unonopsis bauxitae,CR,NA
Unonopsis duckei,LC,NA
Unonopsis heterotricha,DD,NA
Unonopsis renati,CR,NA
Unonopsis riedeliana,EN,EN
Unonopsis sanctae-teresae,CR,NA
Urbanodendron bahiense,EN,VU
Urbanodendron macrophyllum,DD,NA
Urbanodendron verrucosum,LC,NA
Urera nitida,LC,NA
Urvillea glabra,VU,NA
Utricularia biovularioides,DD,NA
Utricularia erectiflora,LC,NA
Utricularia flaccida,NT,NA
Utricularia foliosa,LC,NA
Utricularia geminiloba,VU,NA
Utricularia huntii,DD,NA
Utricularia hydrocarpa,LC,NA
Utricularia longifolia,LC,NA
Utricularia nigrescens,LC,NA
Utricularia trichophylla,LC,NA
Utricularia tridentata,VU,NA
Utricularia warmingii,DD,NA
Valeriana glaziovii,EN,NA
Valeriana glechomifolia,EN,NA
Valeriana organensis,CR,NA
Valeriana reitziana,VU,NA
Valeriana tajuvensis,VU,NA
Vanhouttea bradeana,DD,DD
Vanhouttea calcarata,LC,NA
Vanhouttea fruticulosa,EN,DD
Vanhouttea gardneri,EN,NA
Vanhouttea lanata,EN,EN
Vanhouttea leonii,EN,NA
Vanhouttea pendula,EN,NA
Vanilla chamissonis,LC,NA
Vanilla dietschiana,VU,NA
Vanilla dubia,EN,NA
Vanilla dungsii,DD,NA
Vanilla edwallii,LC,NA
Vanilla organensis,DD,NA
Vantanea deniseae,LC,NA
Vantanea micrantha,LC,NA
Vantanea morii,LC,NA
Vatairea heteroptera,LC,NA
Vataireopsis araroba,NT,NA
Vellozia alata,EN,NA
Vellozia albiflora,NT,NA
Vellozia armata,EN,NA
Vellozia asperula,DD,NA
Vellozia barbata,EN,NA
Vellozia bradei,CR,NA
Vellozia canelinha,CR,NA
Vellozia costata,DD,NA
Vellozia crinita,EN,NA
Vellozia exilis,EN,NA
Vellozia gigantea,EN,NA
Vellozia glabra,EN,NA
Vellozia graomogolensis,DD,NA
Vellozia hatschbachii,EN,NA
Vellozia leptopetala,EN,NA
Vellozia lilacina,EN,NA
Vellozia luteola,EN,NA
Vellozia maxillarioides,EN,NA
Vellozia metzgerae,EN,NA
Vellozia nuda,EN,NA
Vellozia patens,EN,NA
Vellozia piresiana,EN,NA
Vellozia prolifera,CR,NA
Vellozia pulchra,EN,NA
Vellozia sellowii,EN,NA
Vellozia sessilis,EN,NA
Vellozia spiralis,EN,NA
Vellozia streptophylla,EN,NA
Vellozia subalata,EN,NA
Vellozia tillandsioides,CR,NA
Vellozia torquata,DD,NA
Vellozia variabilis,LC,NA
Verbena caniuensis,NT,NA
Verbena hirta,LC,NA
Verbenoxylum reitzii,EN,NA
Verbesina floribunda,NT,NT
Verbesina polyanthes,DD,NA
Verbesina pseudoclaussenii,CR,NA
Verdoornianthus griffinii,LC,NA
Vernonanthura almedae,EN,NA
Vernonanthura fagifolia,VU,NA
Vernonanthura lindbergii,DD,NA
Vernonanthura mucronulata,LC,NA
Vicia pampicola,CR,NA
Vicia tephrosoides,DD,NA
Vigna firmula,LC,NA
Viguiera aspiliodies,DD,NA
Viguiera bracteata,LC,NA
Viguiera corumbensis,EN,NA
Viguiera filifolia,EN,NA
Viguiera hispida,VU,NA
