"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","class","infraspecificEpithet","dayIdentified","relatedCatalogItem","fieldNumber","individualCount","sex"
"1467","2019-10-07 09:21:42-03","UEFS","HUEFS","153361","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Sousa,L.A.","2008","10","26",NA,"Brasil",NA,NA,"Campo rupestre.","HUEFS0153361","Angiospermae","Poales","P. Beauv.","R.P.Oliveira","170","Bahia","Pindobaçu","Serra da Fumaça. 1° acamapamento - campo rupestre próximo da cachoeira da onça.","-40.043611","-10.667222","HUEFS0153361",NA,NA,NA,"40W2'37''","10S40'2''","2010","05",NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA
"1468","2019-10-07 09:21:42-03","UEFS","HUEFS","203800","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Miranda, A.M.","2013","07","11",NA,"Brasil",NA,NA,"Restinga arbórea.","HUEFS0203800","Angiospermae","Poales","P. Beauv.","C.Silva","6580","Bahia","Mata de São João",NA,"-38.2991981506348","-12.5303001403809","HUEFS0203800",NA,NA,NA,NA,NA,"2014","04","47329","auto","Lilianae",NA,NA,NA,NA,NA,NA
"1469","2019-10-07 09:21:42-03","UEFS","HUEFS","2238","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Lordelo, R.P.","1957","09",NA,NA,"Brasil",NA,NA,NA,"HUEFS0002238","Angiospermae","Poales","P. Beauv.","R.P.Oliveira","9193","Bahia","Palmeiras",NA,"-41.5588989257812","-12.5289001464844","HUEFS0002238",NA,NA,NA,NA,NA,"1997","06","20767","auto","Lilianae",NA,NA,NA,NA,NA,NA
"1470","2019-10-07 09:21:42-03","UEFS","HUEFS","36382","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Oliveira, R.P.","1999","03","23",NA,"Brasil",NA,NA,"Campo rupestre.","HUEFS0036382","Angiospermae","Poales","P. Beauv.","R.P.Oliveira","174","Bahia","Abaíra","Catolés de cima.","-41.6636009216309","-13.2496995925903","HUEFS0036382",NA,NA,NA,NA,NA,"1999","08","26531","auto","Lilianae",NA,NA,NA,NA,NA,NA
"1471","2021-03-04 11:16:03-03","UEFS","HUEFS","50649","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Landim, M.","1995","10","20",NA,"Brasil",NA,NA,"Cerrado em encosta litólica","HUEFS0050649","Angiospermae","Poales","P. Beauv.","J.E.Nascimento-Júnior","726","Sergipe","Areia Branca","E. Ecológica da Serra de Itabaiana.","-37.315299987793","-10.7578001022339","HUEFS0050649",NA,NA,NA,NA,NA,"2008","09","11840","auto","Lilianae",NA,NA,NA,NA,NA,NA
"1472","2019-10-07 09:21:42-03","UEFS","HUEFS","45015","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Damasceno, G.A.","2007","07","15",NA,"Brasil",NA,NA,"Campo limpo. Solo argiloso, textura média com afloramento.","HUEFS0045015","Angiospermae","Poales","P. Beauv.",NA,"4830","Roraima","amajari","Em frente ao vilarejo do Tepequem.","-61.3706016540527","3.65222001075745","HUEFS0045015",NA,NA,NA,NA,NA,NA,NA,"411632","auto","Lilianae",NA,NA,NA,NA,NA,NA
"1473","2019-10-07 09:21:42-03","UEFS","HUEFS","34882","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Oliveira, R.P.","1998","11","12",NA,"Brasil",NA,NA,"Campo rupestre.","HUEFS0034882","Angiospermae","Poales","P. Beauv.","R.P.Oliveira","25","Bahia","Mucugê","Estrada Mucugê/Andaraí, ca 8Km de Mucugê. Torre da telebahia.","-41.3708000183105","-13.0052995681763","HUEFS0034882",NA,NA,NA,NA,NA,"1999","08","52493","auto","Lilianae",NA,NA,NA,NA,NA,NA
"1474","2019-10-07 09:21:42-03","UEFS","HUEFS","34892","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Oliveira, R.P.","1998","11","12",NA,"Brasil",NA,NA,"Campo rupestre.","HUEFS0034892","Angiospermae","Poales","P. Beauv.","R.P.Oliveira","35","Bahia","Mucugê","Estrada Mucugê/Andaraí, ca 8Km de Mucugê. Torre da telebahia.","-41.3708000183105","-13.0052995681763","HUEFS0034892",NA,NA,NA,NA,NA,"1999","11","52493","auto","Lilianae",NA,NA,NA,NA,NA,NA
"1475","2019-10-07 09:21:42-03","UEFS","HUEFS","85006","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Sendulsky, T.","1963","03","25",NA,"Brasil",NA,NA,"Cerrado.","HUEFS0085006","Angiospermae","Poales","P. Beauv.",NA,"71","São Paulo","São Carlos","Km 222 da rodovia Washington Luís","-47.8899993896484","-22.0100002288818","HUEFS0085006",NA,NA,NA,NA,NA,NA,NA,"45913","auto","Lilianae",NA,NA,NA,NA,NA,NA
"1476","2020-02-20 13:52:44-03","UEFS","HUEFS","253521","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Rocha, A.E.S","2014","09","18",NA,"Brasil",NA,NA,NA,"HUEFS0253521","Angiospermae","Poales","P. Beauv.",NA,"1692","Roraima","Boa Vista","Monte Cristo, Lavrado.","-60.6733016967773","2.81972002983093",NA,NA,NA,NA,NA,NA,NA,NA,"90031","auto","Lilianae",NA,NA,NA,NA,NA,NA
"1477","2020-02-20 13:52:44-03","UEFS","HUEFS","253527","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Rocha, A.E.S","2013","09","24",NA,"Brasil",NA,NA,NA,"HUEFS0253527","Angiospermae","Poales","P.Beauv.",NA,"1559","Roraima","Boa Vista","Monte Cristo, Lavrado.","-60.6733016967773","2.81972002983093",NA,NA,NA,NA,NA,NA,NA,NA,"90031","auto","Lilianae",NA,NA,NA,NA,NA,NA
"1478","2019-11-08 15:01:00-03","UEFS","HUEFS","252711","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Rocha, A.E.S.","2014","09","16",NA,"Brasil",NA,NA,NA,"HUEFS0252711","Angiospermae","Poales","P. Beauv.",NA,"1630","Roraima","Pacaraima","Quartel do Exército de fronteira, Lavrado.","-61.1464004516602","4.43138980865479",NA,NA,NA,NA,NA,NA,NA,NA,"127953","auto","Lilianae",NA,NA,NA,NA,NA,NA
"1479","2019-10-07 09:21:42-03","UEFS","HUEFS","49324","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Hatschbach, G.","1984","09","15",NA,"Brasil",NA,NA,"Campo rupestre, solo arenoso, entre rochas.","HUEFS0049324","Angiospermae","Poales","P. Beauv.",NA,"48253","Bahia","Mucugê","Rodovia para Andaraí, entre km 5-15.","-41.3708000183105","-13.0052995681763","HUEFS0049324",NA,NA,NA,NA,NA,NA,NA,"52493","auto","Lilianae",NA,NA,NA,NA,NA,NA
"1480","2019-10-07 09:21:42-03","UEFS","HUEFS","151154","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Lobato, L.C.B.","2005","05","13",NA,"Brasil",NA,NA,"Vegetação Aquática.","HUEFS0151154","Angiospermae","Poales","P. Beauv.",NA,"3261","Pará","Almeirim","Sítio arqueológico Jaburu do Rio Paru (Pa-Ma-06)","-52.5816993713379","-1.52332997322083","HUEFS0151154",NA,NA,NA,NA,NA,NA,NA,"564600","auto","Lilianae",NA,NA,NA,NA,NA,NA
"1481","2019-10-07 09:21:42-03","UEFS","HUEFS","34974","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Oliveira, R.P.","1998","11","14",NA,"Brasil",NA,NA,"Campo rupestre.","HUEFS0034974","Angiospermae","Poales","P. Beauv.","R.P.Oliveira","117","Bahia","Rio de Contas","Subida para o Pico do Itubira, ca. 28Km de Rio de Contas.","-41.8114013671875","-13.5789003372192","HUEFS0034974","1700","1700",NA,NA,NA,"1999","08","49773","auto","Lilianae",NA,NA,NA,NA,NA,NA
"1482","2019-10-07 09:21:42-03","UEFS","HUEFS","1812","PreservedSpecimen","Plantae","Poaceae","Axonopus","canescens","Axonopus canescens","Noblick, L.R.","1982","12","07",NA,"Brasil",NA,NA,NA,"HUEFS0001812","Angiospermae","Poales","(Nees ex Trin.) Pilg.","S.Renvoize","2353","Bahia","Camaçari",NA,"-38.3","-12.483333","HUEFS0001812",NA,NA,NA,"38W18'","12S29'","1999","11",NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA
"1483","2019-10-07 09:21:42-03","UEFS","HUEFS","11233","PreservedSpecimen","Plantae","Poaceae","Axonopus","canescens","Axonopus canescens","Ganev, W.","1992","07","30",NA,"Brasil",NA,NA,NA,"HUEFS0011233","Angiospermae","Poales","(Nees ex Trin.) Pilg.","S.Renvoize","790","Bahia","Abaíra",NA,"-41.833333","-13.25","HUEFS0011233","1200","1200",NA,"41W50'","13S15'","1998","03",NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA
"1484","2019-10-07 09:21:42-03","UEFS","HUEFS","20579","PreservedSpecimen","Plantae","Poaceae","Axonopus","chrysostachyus","Axonopus chrysostachyus","Thomas, W.W.","1993","10","19",NA,"Brasil",NA,NA,"Campo de restinga","HUEFS0020579","Angiospermae","Poales","(Schrad.) Pilg.","S.Renvoize","9986","Bahia","Prado",NA,"-39.3","-17.333333","HUEFS0020579",NA,NA,NA,"39W18'","17S20'","1999","11",NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA
"1485","2019-10-07 09:21:42-03","UEFS","HUEFS","53532","PreservedSpecimen","Plantae","Poaceae","Axonopus","pulcher","Axonopus pulcher","Miranda, A.M.","1994","04","21",NA,"Brasil",NA,NA,"Campo rupestre.","HUEFS0053532","Angiospermae","Poales","(Nees) Kuhlm.",NA,"1662","Pernambuco","Bonito",NA,"-35.716667","-8.483333","HUEFS0053532",NA,NA,NA,"35W43'","8S29'",NA,NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA
"1486","2019-10-07 09:21:42-03","UEFS","HUEFS","41914","PreservedSpecimen","Plantae","Poaceae","Axonopus","tenuis","Axonopus tenuis","Harley, R.M.","1974","02","01",NA,"Brasil",NA,NA,"Lakeside marsh, with some standing water, and disturbed vegetation near cultivation.","HUEFS0041914","Angiospermae","Poales","Renvoize",NA,"15788","Bahia","Ibicoara","Lagoa Encantada, 19 Km NE of Ibicoara near Brejao.","-41.216667","-13.333333",NA,"1000","1000","Isótipo","41W13'","13S20'",NA,NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA
"1487","2019-06-11 13:51:47-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","B. Hoffman","1993","2","12","South America","Guyana",NA,NA,NA,NA,"Spermatophyta",NA,NA,"RRC ID Flag","3723","Essequibo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,"3723",NA,NA
"1488","2019-06-11 13:50:13-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Poaceae","Axonopus","canescens","Axonopus canescens","G. Davidse","1979","5","10","South America","Venezuela",NA,NA,NA,NA,"Spermatophyta",NA,NA,"RRC ID Flag","17490","Amazonas",NA,NA,"-66","3.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,"17490",NA,NA
"1489","2019-06-11 13:49:46-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Poaceae","Axonopus","canescens","Axonopus canescens","G. Davidse","1973","11","4","South America","Venezuela",NA,NA,NA,NA,"Spermatophyta",NA,NA,"RRC ID Flag","3706","Guárico",NA,NA,"-66.5833","8.6667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,"3706",NA,NA
"1490","2019-01-25 15:35:54-02","IAC","IAC","16238","S","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","D.M. Dedecca","1953","05","21",NA,"Brasil",NA,NA,NA,NA,NA,NA,"P.Beauv.","H.M. Longhi-Wagner","366","São Paulo","Casa Branca","estrada de Casa Branca, 12 km para Mococa","-47.0864","-21.7739",NA,NA,NA,NA,"-47.0864","-21.7739","1998","09",NA,NA,NA,NA,"19",NA,NA,NA,NA
"1491","2019-01-25 15:35:54-02","IAC","IAC","16330","S","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","G.M. Magalhães","1940","02","14",NA,"Brasil",NA,NA,NA,NA,NA,NA,"P.Beauv.","H.L.M. Barreto","23","Minas Gerais","Belo Horizonte",NA,"-43.9378","-19.9208",NA,NA,NA,NA,"-43.9378","-19.9208","1940","02",NA,NA,NA,NA,"14",NA,NA,NA,NA
"1492","2019-01-25 15:35:54-02","IAC","IAC","23840","S","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","A. Goeldi","1918","05","15",NA,"Brasil",NA,NA,"Recebido do Departamemto de Produção Animal sob n. 236",NA,NA,NA,"P.Beauv.","A. Goeldi","167","Pará",NA,"Ilha de Marajó",NA,NA,NA,NA,NA,NA,NA,NA,"1918","05",NA,NA,NA,NA,"15",NA,NA,NA,NA
"1493","2019-01-25 15:35:54-02","IAC","IAC","24279","S","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","A.B. Joly","1947","05","07",NA,"Brasil",NA,NA,NA,NA,NA,NA,"P.Beauv.","L.R. Parodi","s/nº","São Paulo","São Paulo","Butantã","-46.6361","-23.5475",NA,NA,NA,NA,"-46.6361","-23.5475","1947","05",NA,NA,NA,NA,"07",NA,NA,NA,NA
"1494","2019-01-25 15:35:54-02","IAC","IAC","26567","S","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","G.A. Black & G.M. Magalhães","1951",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"P.Beauv.","G.A. Black & G.M. Magalhães","11832","Pará","Belém","Instituto Agronomio do Norte","-48.5044","-1.4558",NA,NA,NA,NA,"-48.5044","-1.4558","1951","06",NA,NA,NA,NA,"30",NA,NA,NA,NA
"1495","2019-01-25 15:35:54-02","IAC","IAC","26572","S","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","G.A. Black & J.M. Pires","1951",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"P.Beauv.","G.A. Black & J.M. Pires","12172","Pará","Belém","IAN","-48.5044","-1.4558",NA,NA,NA,NA,"-48.5044","-1.4558","1951","06",NA,NA,NA,NA,"30",NA,NA,NA,NA
"1496","2019-01-25 15:35:54-02","IAC","IAC","26604","S","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","G.A. Black & I. Lobato","1950",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"P.Beauv.","G.A. Black & I. Lobato","9470","Pará","Belém","IAN","-48.5044","-1.4558",NA,NA,NA,NA,"-48.5044","-1.4558","1950","06",NA,NA,NA,NA,"30",NA,NA,NA,NA
"1497","2019-01-25 15:44:26-02","IAC","IAC","34227","S","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","A.O. Scariot et al.","1989","02","03",NA,"Brasil",NA,NA,"Coordenadas da coleta: 21° 10#?#S, 45° 34#?#W, 1000m alt.",NA,NA,NA,"P.Beauv.","P.L. Viana","325","Minas Gerais","Boa Esperança","Rod. MG-167, trevo MG-167 - Antenas Morro da Serrinha","-45.566667","-21.166667",NA,NA,NA,NA,"-45.566667","-21.166667","2008","11",NA,NA,NA,NA,"03",NA,NA,NA,NA
"1498","2019-01-25 15:44:26-02","IAC","IAC","45217","S","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","A.B. Joly et al.","1972","04","17",NA,"Brasil",NA,NA,NA,NA,NA,NA,"P.Beauv.","C.A. Garcia","1854","Minas Gerais","Jaboticatubas","km 141 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro de Diamantina","-43.745","-19.5136",NA,NA,NA,NA,"-43.7450","-19.5136","2001","03",NA,NA,NA,NA,"17",NA,NA,NA,NA
"1499","2019-01-25 15:35:54-02","IAC","IAC","5263","S","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","A.J. Sampaio","1934","02","25",NA,"Brasil",NA,NA,NA,NA,NA,NA,"P.Beauv.","M.A. Chase","s/nº","Minas Gerais","Belo Horizonte","Serra do Taquaril","-43.9378","-19.9208",NA,NA,NA,NA,"-43.9378","-19.9208","1934","02",NA,NA,NA,NA,"25",NA,NA,NA,NA
"1500","2019-01-25 15:35:54-02","IAC","IAC","26571","S","Plantae","Poaceae","Axonopus","canescens","Axonopus canescens","G.A. Black","1951",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Nees ex Trin.) Pilg.","G.A. Black","11637",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1951","06",NA,NA,NA,NA,"30",NA,NA,NA,NA
"1501","2019-01-25 15:44:26-02","IAC","IAC","18509","S","Plantae","Poaceae","Axonopus","canescens","Axonopus canescens","A. Macedo","1951","02","10",NA,"Brasil",NA,NA,NA,NA,NA,NA,"(Nees ex Trin.) Pilg.","J.R. Swallen","3152","Minas Gerais","Araxá","Barreiro","-46.9406","-19.5933",NA,NA,NA,NA,"-46.9406","-19.5933","1951","02",NA,NA,NA,NA,"10",NA,NA,NA,NA
"1502","2019-01-25 15:35:54-02","IAC","IAC","26573","S","Plantae","Poaceae","Axonopus","canescens","Axonopus canescens","G.A. Black et al.","1952",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Nees ex Trin.) Pilg.","G.A. Black et al.","14189",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1952","06",NA,NA,NA,NA,"30",NA,NA,NA,NA
"1503","2019-01-25 15:44:26-02","IAC","IAC","26580","S","Plantae","Poaceae","Axonopus","canescens","Axonopus canescens","G.A. Black","1951",NA,NA,NA,NA,NA,NA,"doação do Instituto Agronômico do Norte",NA,NA,NA,"(Nees ex Trin.) Pilg.","C.F. Nardin","13271",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","04",NA,NA,NA,NA,"29",NA,NA,NA,NA
"1504","2019-01-25 15:35:54-02","IAC","IAC","26601","S","Plantae","Poaceae","Axonopus","canescens","Axonopus canescens","G.A. Black & I. Lobato","1950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Nees ex Trin.) Pilg.","G.A. Black & I. Lobato","9729",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1950","06",NA,NA,NA,NA,"30",NA,NA,NA,NA
"1505","2019-01-25 15:35:55-02","IAC","IAC","26582","S","Plantae","Poaceae","Axonopus","pulcher","Axonopus pulcher","G.A. Black","1951",NA,NA,NA,NA,NA,NA,"doação do instituto agronomico do norte",NA,NA,NA,"(Nees) Kuhlm.","G.A. Black","12629",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1951","06",NA,NA,NA,NA,"30",NA,NA,NA,NA
"1506","2019-01-25 15:35:55-02","IAC","IAC","26581","S","Plantae","Poaceae","Axonopus","pulcher","Axonopus pulcher","G.A. Black","1951",NA,NA,NA,NA,NA,NA,"doação do instituto agronomico do norte",NA,NA,NA,"(Nees) Kuhlm.","G.A. Black","14096",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1951","06",NA,NA,NA,NA,"30",NA,NA,NA,NA
"1507","2020-07-23 12:18:23-03","CEPLAC","CEPEC","150503","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","Nogueira, M.G.C.","2014","07","24",NA,"Brasil",NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,"179","Bahia","caravelas","Conglomerado BA_1437-2-10-0","-39.779722","-17.820556",NA,NA,NA,NA,"39W46'47","17S49'14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1508","2020-07-23 12:18:23-03","CEPLAC","CEPEC","124440","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","P. L. Viana","2006","09","25",NA,"Brasil",NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,"P. L. Viana","1799","Bahia","PRADO","Faz. Riacho das Ostras.","-39.233333","-17.215",NA,NA,NA,NA,"39W14'","17S12'54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1509","2020-07-23 12:18:23-03","CEPLAC","CEPEC","133844","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","H. M. Dias","2011","01","01",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"P. L. Viana","201","Bahia","caravelas","RPPN Salto Apepique. Rod. Ilhéus/Itacaré (BA-001), com entrada à esq. Na altura do KM 20 (ponta Extremo Sul da Bahia. Ao S do Aeroporto d Caravelas. Entre os Rios do macaco e Massangano.","-39.250556","-17.684722",NA,NA,NA,NA,"39W15'2","17S41'5",NA,NA,NA,NA,NA,NA,NA,"28/02/2011",NA,NA,NA
"1510","2020-07-23 12:18:23-03","CEPLAC","CEPEC","136808","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","M. L. Guedes","2007","06","02",NA,"Brasil",NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,"F. M. Ferreira","13863","Bahia","SALVADOR","Região Metropolitana de Salvador, Camaçarí, Arembepe, Paradiso Laguna.","-38.316667","-12.683333",NA,NA,NA,NA,"38W19'","12S41'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1511","2020-07-23 12:18:23-03","CEPLAC","CEPEC","17800","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","S. A. Mori","1979","07","26",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"G. Davidse","12600","Bahia","MUCUGÊ","3Km ao S Mucuge, na estrada para Jussiape.","-41.4","-13",NA,NA,NA,NA,"41W24'0","13S0'0",NA,NA,NA,NA,NA,NA,NA,"01/09/1980",NA,NA,NA
"1512","2020-07-23 12:18:23-03","CEPLAC","CEPEC","33639","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","L. R. Noblick","1982","12","07",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"S. A. Renvoize","2353","Bahia","MATA DE SÃO JOÃO","Area de Controle da Caraiba Metais.","-38.313056","-12.493056",NA,NA,NA,NA,"38W18'47","12S29'35",NA,NA,NA,NA,NA,NA,NA,"01/10/1984",NA,NA,NA
"1513","2020-07-23 12:18:23-03","CEPLAC","CEPEC","34811","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","R. Callejas","1983","11","05",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"M. M. Marchi","1668","Bahia","SANTA CRUZ CABRÁLIA","Km 15 da estrada Cabralia/Porto Seguro.","-39","-16.083333",NA,NA,NA,NA,"39W0'0","16S5'0",NA,NA,NA,NA,NA,NA,NA,"13/07/2005",NA,NA,NA
"1514","2020-07-23 12:18:23-03","CEPLAC","CEPEC","59752","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","W. W. Thomas","1993","10","19",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"T. Filgueiras","9986","Bahia","PRADO","14Km ao N de Prado, Rod. para Cumuruxatiba.","-39.3","-17.333333",NA,NA,NA,NA,"39W18'","17S20'",NA,NA,NA,NA,NA,NA,NA,"30/11/1994",NA,NA,NA
"1515","2020-07-23 12:18:23-03","CEPLAC","CEPEC","68631","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","A. M. Giulietti","1994","09","27",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"M. M. Marchi","878","Bahia","LENÇÓIS","Serra da Chapadinha. Rio Mucugezinho.","-41.441389","-12.464444",NA,NA,NA,NA,"41W26'29","12S27'52",NA,NA,NA,NA,NA,NA,NA,"13/07/2005",NA,NA,NA
"1516","2020-07-23 12:18:23-03","CEPLAC","CEPEC","70744","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","A. M. de Carvalho","1994","10","27",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"R. P. de Oliveira","1123","Bahia","LENÇÓIS","Morro da Chapadinha.","-41.440278","-12.459722",NA,NA,NA,NA,"41W26'25","12S27'35",NA,NA,NA,NA,NA,NA,NA,"30/08/1998",NA,NA,NA
"1517","2020-07-23 12:18:23-03","CEPLAC","CEPEC","9949","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","R. M. Harley","1974","03","31",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"M. M. Marchi","15761","Bahia","BARRA DA ESTIVA","16Km ao N da cidade, Rod. p/ Paraguaçu.","-41.333333","-13.333333",NA,NA,NA,NA,"41W20'","13S20'",NA,NA,NA,NA,NA,NA,NA,"13/07/2005",NA,NA,NA
"1518","2020-07-23 12:18:23-03","CEPLAC","CEPEC","84329","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","J. G. Jardim","2000","01","28",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"H. M. Longhi-Wagner","2585","Bahia","RIO DE CONTAS","Estrada para o Pico das Almas, ca. 18Km ao W. Campo do Queiroz.","-41.95","-13.518889",NA,NA,NA,NA,"41W57'0","13S31'8",NA,NA,NA,NA,NA,NA,NA,"16/03/2001",NA,NA,NA
"1519","2020-07-23 12:18:23-03","CEPLAC","CEPEC","83030","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","J. G. Jardim","1999","08","14",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"M. M. Marchi","2184","Bahia","MARAÚ","Penísula de Maraú. Área de Preservação (APA). Faz. Virgem Del Mar.",NA,"-14.099167",NA,NA,NA,NA,"38W57'68","14S5'57",NA,NA,NA,NA,NA,NA,NA,"30/07/2005",NA,NA,NA
"1520","2020-07-23 12:18:23-03","CEPLAC","CEPEC","89801","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","L. A. Mattos-Silva","1988","11","09",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"M. M. Marchi","4262","Bahia","santa luzia","Rod. (BA-270) que liga Santa Luzia/Canvieiras/Una, KM 15.","-39.225556","-15.501389",NA,NA,NA,NA,"39W13'32","15S30'5",NA,NA,NA,NA,NA,NA,NA,"13/07/2005",NA,NA,NA
"1521","2020-07-23 12:18:23-03","CEPLAC","CEPEC","92455","PreservedSpecimen","Plantae","Poaceae","Axonopus","aureus","Axonopus aureus","W. Ganev","1992","07","30",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"M. M. Marchi","790","Bahia","ABAÍRA","Caminho Ribeirão de Baixo - quebradas, próxima a encosta da Eerra do Atalho.","-41.833333","-13.25",NA,NA,NA,NA,"41W50'","13S15'",NA,NA,NA,NA,NA,NA,NA,"13/07/2005",NA,NA,NA
