"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount"
"1371","2020-09-12 05:00:02-03","US","US","3344437","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Taylor, C. M.","W. Hahn","5860","1989","4","25","Guyana","Potaro-Siparuni",NA,"Orinduik Falls","-60.0222","4.71667",NA,NA,"750",NA,"US00529128","US00529128_01",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1372","2020-09-12 05:00:02-03","US","US","1706059","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"-. Claussen","50*",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US02498530","US02498530_01",NA,NA,NA,NA,"South America",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1373","2020-09-12 05:00:02-03","US","US","3192648","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"J.-J. de Granville, G. Cremers, J. Hagemann, B. E. Leuenberger & M. S. Sangrey","10569","1989","1","10","French Guiana",NA,NA,"Mont Atachi Bacca, région de l'Inini","-53.91","3.55",NA,NA,"420",NA,"US00635364","US00635364_01",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1374","2020-09-12 05:00:02-03","US","US","2865041","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"J. Schunke Vigo","3489","1969","10","7","Peru","San Martin",NA,"Prov. Mariscal Caceres. Dtto. Campanilla. Rio Sion, Sud al oeste del Caserio de Sion",NA,NA,NA,NA,NA,NA,"US02498474",NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1375","2020-09-12 05:00:02-03","US","US","3264243","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"D. Sabatier & M.-F. Prévost","2803","1989","7","18","French Guiana",NA,NA,"Station des Nouragues, Bassin de l'Approuague, Arataye","-52.7","4.05",NA,NA,NA,NA,"US00635367",NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1376","2020-09-12 05:00:02-03","US","US","3572295","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Kirkbride, J. H.","A. Fernández","5857","1989","6",NA,"Venezuela","Bolívar",NA,"Mun. Raul Leoni, cabeceras Río Túriba y Caño La Miel, 45 km al Este de Pijiguaos","-66.38","6.56",NA,NA,"800",NA,"US01087759",NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1377","2020-09-12 05:00:02-03","US","US","3084278","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"B. Rabelo, N. Solamon & R. Souza","2988","1984","12","12","Brazil","Amapá",NA,"Municipio de Calcoene, BR156, between Calcoene and Rio Amapa Grande, ca. 35 km S of Calcoene","-50.92","2.2",NA,NA,NA,NA,"US02498450","US02498450_01",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1378","2020-09-12 05:00:02-03","US","US","1740985","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Bremekamp, C. E. B.","Forestry Bureau-Surinam","6435","1924","4","7","Suriname","Brokopondo",NA,"Brownsberg","-55.21","4.88",NA,NA,NA,NA,"US00635353","US00635353_01",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1379","2020-09-12 05:00:02-03","US","US","2812078","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"W. A. Rodrigues & J. Chagas","3546","1961","11","7","Brazil","Amazonas",NA,"Manaus, estrada da Forquilha",NA,NA,NA,NA,NA,NA,"US02498511","US02498511_01",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1380","2020-09-12 05:00:02-03","US","US","3339002","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"M. Nee","42884","1992","6","25","Brazil","Amazonas",NA,"Mun. de Manaus, ca. 80 km. NNE de Manaus, Distrito Agropecuario da SUFRAMA, Rodovia BR 174, km 64, despois 34 km leste na ZF3, Fazenda Esteio. Vic. acampamneto km 34 [unsure placement]","-59.8","-2.43",NA,NA,"50","125","US02498481","US02498481_01",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1381","2020-09-12 05:00:02-03","US","US","2978725","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"T. C. Plowman, G. Davidse, N. A. Rosa, C. S. Rosário & M. R. Santos","8734","1980","2","12","Brazil","Pará",NA,"Municipio Conceicai do Araguaia: Range of low hills ca. 20 km. west of Redencao, near Sao Joao and Troncamento Santa Teresa","-50.17","-8.05",NA,NA,"350","620","US02498467","US02498467_01",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1382","2020-09-12 05:00:02-03","US","US","2924257","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"J. Schunke Vigo","5666","1972","12","4","Peru","San Martin",NA,"Palo Blanco, al oeste del Puente; Mriscal Caceres; Tocache Nuevo",NA,NA,NA,NA,"600","700","US02498473",NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1383","2020-09-12 05:00:02-03","US","US","3263912","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Taylor, C. M.","B. Hoffman & D. Gopaul","366","1991","10","23","Guyana","U. Takutu-U. Essequibo",NA,"SE Kanuku Mts, ±8.5 km ENE of Makawatta Mtn, creek islands and along Crabwood Creek","-59.2864","3.12667",NA,NA,"200","212","US00635700",NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1384","2020-09-12 05:00:02-03","US","US","3205947","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"M. Nee","34517","1987","3","28","Brazil","Rondônia",NA,"Between road from Costa Marques to Forte Principe da Beira and Rio Guapore, 9.5 km E of Forte Principe da Beira. Mun. Costa Marques","-64.33","-12.43",NA,NA,"150",NA,"US02498448","US02498448_01",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1385","2020-09-12 05:00:02-03","US","US","1776686","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Standley, P. C.","A. C. Smith","2212","1937","10","9","Guyana","U. Takutu-U. Essequibo",NA,"Karanambo, Rupununi River basin","-59.3","3.75",NA,NA,NA,NA,"US00635188",NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1386","2020-09-12 05:00:02-03","US","US","3344490","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Taylor, C. M.","L. J. Gillespie & H. Persaud","1075","1989","4","21","Guyana","Pomeroon-Supenaam",NA,"Mainstay Lake, along shore opposite Mainstay Village","-58.5333","7.25",NA,NA,NA,"10","US00529411",NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1387","2020-09-12 05:00:02-03","US","US","1777198","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Standley, P. C.","A. C. Smith","3191","1938","3","4","Guyana","U. Takutu-U. Essequibo",NA,"Kanuku Mts., drainage of Takutu R., western extremity of Kanuku Mountains","-59.83","3.16",NA,NA,"600",NA,"US00635355",NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1388","2020-09-12 05:00:02-03","US","US","2986513","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"C. A. Cid Ferreira & C. D. A. Mota","1124","1980","6","27","Brazil","Pará",NA,"Municipio de Oriximina, rio Trombetas, Km 23 da estrada da cachoeira Porteira, lado esquerdo",NA,NA,NA,NA,NA,NA,"US02498464","US02498464_01",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1389","2020-09-12 05:00:02-03","US","US","3243729","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Taylor, C. M.","P. Acevedo-Rodriguez, S. A. Mori, C. A. Gracie, B. Angell, P. Anderson, E. J. Gouda & A. .R. A. Görts-van Rijn","4976","1992","5","21","French Guiana",NA,NA,"Saul; Route de Belizon, 2 km N of camp.","-53.2","3.62",NA,NA,"170",NA,"US00635698",NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1390","2020-09-12 05:00:02-03","US","US","3007176","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"G. Vieira, J. L. Zarucchi & J. F. Ramos","257","1979","10","25","Brazil","Rondônia",NA,"Amazonia. Municipio de Porto Velho. Villa Caneco-mineracao Jacunda a 106 km de Porto Velho, BR 165","-62.9","-9.12347",NA,NA,"112",NA,"US02498493","US02498493_01",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1391","2020-09-12 05:00:02-03","US","US","3597559","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Kirkbride, J. H.","G. Picón Navas, E. Briceno & J. Rosales","1464","1989","5","17","Venezuela","Bolívar",NA,"Municipio Autonomo Piar. Margen del Rio Caroni. Caserio El Plomo.","-62.83","6.8",NA,NA,"280",NA,"US00999133",NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1392","2020-09-12 05:00:02-03","US","US","3478192","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Taylor, C. M.","H. D. Clarke, R. Williams & C. Perry","8537","1999","9","13","Guyana","U. Takutu-U. Essequibo",NA,"Wassarai Mts., summit of highest peak, 14 km S of S. Kassikaityu R.","-59.2397","1.52778",NA,NA,"1135",NA,"US00808158","US00808158_01",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1393","2020-09-12 05:00:02-03","US","US","1777157","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Standley, P. C.","A. C. Smith","3124","1938","3","4","Guyana","U. Takutu-U. Essequibo",NA,"Kanuku Mts., drainage of Takutu R., western extremity of Kanuku Mountains","-59.83","3.16",NA,NA,"300",NA,"US00635356","US00635356_01",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1394","2020-09-12 05:00:02-03","US","US","2340795","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"R. M. Klein","2349","1959","12","15","Brazil","Santa Catarina",NA,"Mata da Companhia Hering, Bom Retiro, Blumenau",NA,NA,NA,NA,"300",NA,"US02498554","US02498554_01",NA,NA,NA,NA,"South America",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1395","2020-09-12 05:00:02-03","US","US","2026764","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"G. Hatschbach","1796","1950","2","5","Brazil","Paraná",NA,"Mun. Cerro Azul. Morro Grande",NA,NA,NA,NA,NA,NA,"US02498534","US02498534_01",NA,NA,NA,NA,"South America",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1396","2020-09-12 05:00:02-03","US","US","2120031","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"R. M. Klein","26","1951","12","19","Brazil","Santa Catarina",NA,"Mata do Hoffmann. Brusque",NA,NA,NA,NA,NA,NA,"US02498545","US02498545_01",NA,NA,NA,NA,"South America",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1397","2020-09-12 05:00:02-03","US","US","2812075","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"W. A. Rodrigues & et al.","9060","1973","1","2","Brazil","Amazonas",NA,"Estrada Manaus-Itacoatiara, km 27, Reserva Florestal. Ducke; atras da Estacao Metereologica",NA,NA,NA,NA,NA,NA,"US02498503","US02498503_01",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1398","2020-09-12 05:00:02-03","US","US","2835200","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Kirkbride, J. H.","P. Grenand","689","1975","1","29","French Guiana",NA,NA,"Trois Sauts (Haut Oyapock)","-52.88","2.25",NA,NA,NA,NA,"US00635176","US00635176_01",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1399","2020-09-12 05:00:02-03","US","US","3147341","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"J. P. P. Carauta, W. Osorio, M. R. V. Barbosa, M. F. Peixoto & et al.","5292","1986","4","8","Brazil","Rio de Janeiro",NA,"Serra de Paracambi, limites Mun. Paracambi e Eng ° Paulo de Frontin (Rodeio), estr. RJ 117",NA,NA,NA,NA,"300","400","US02498521","US02498521_01",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1400","2020-09-12 05:00:02-03","US","US","2706855","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"G. Hatschbach","29670","1972","5","11","Brazil","Paraná",NA,"Baln. Shangriela (mun. Paranagua)",NA,NA,NA,NA,NA,NA,"US02498540","US02498540_01",NA,NA,NA,NA,"South America",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1401","2020-09-12 05:00:02-03","US","US","2142030","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"-- Reitz & Klein, --","1727","1954","3","4","Brazil","Santa Catarina",NA,"Morro da Fazenda, Itajai",NA,NA,NA,NA,"350",NA,"US02498548","US02498548_01",NA,NA,NA,NA,"South America",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1402","2020-09-12 05:00:02-03","US","US","2812077","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"J. Chagas","493","1955","11","10","Brazil","Amazonas",NA,"Manaus, cachoeira alta do Taruma",NA,NA,NA,NA,NA,NA,"US02498514","US02498514_01",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1403","2020-09-12 05:00:02-03","US","US","2993666","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"S. Lowrie, B. Lowy, B. Nelson, C. A. Cid Ferreira & M. Morreira","702","1980","11","3","Brazil","Acre",NA,"Brazilian Amazonia. 16 km from Brasileia on Brasileia-Assis Brasil road",NA,NA,NA,NA,NA,NA,"US02498460","US02498460_01",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1404","2020-09-12 05:00:02-03","US","US","2220613","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"R. M. Klein","1888","1956","3","6","Brazil","Santa Catarina",NA,"Horto Florestal I. N. P. Ibarama",NA,NA,NA,NA,"300",NA,"US02498550","US02498550_01",NA,NA,NA,NA,"South America",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1405","2020-09-12 05:00:02-03","US","US","2986511","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"C. A. Cid Ferreira, J. Ramos, C. D. A. Mota & N. Rosas","1621","1980","7","18","Brazil","Pará",NA,"Municipio de Oriximina, rio Trombetas, margem esquerda, lago Erepecu, ao Norte do lago",NA,NA,NA,NA,NA,NA,"US02498462","US02498462_01",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1406","2020-09-12 05:00:02-03","US","US","2811987","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"A. Loureiro, -. Osmarino & -. Athanagildo","37600",NA,NA,NA,"Brazil","Amazonas",NA,"Autaz-Mirim, Arumanzal, Lago do Purupuru",NA,NA,NA,NA,NA,NA,"US02498501","US02498501_01",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1407","2020-09-12 05:00:02-03","US","US","2614998","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"G. Hatschbach","16982","1967","8","26","Brazil","Paraná",NA,"Cianorte",NA,NA,NA,NA,NA,NA,"US02498538","US02498538_01",NA,NA,NA,NA,"South America",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1408","2020-09-12 05:00:02-03","US","US","2435808","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"J. A. Steyermark","86437","1960","7","17","Venezuela","Bolívar",NA,"Altiplanicie de Nuria; vic of campamento de Nuria, NE of Hato de Nuria",NA,NA,NA,NA,"350",NA,"US00751732","US00751732_01",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1409","2020-09-12 05:00:02-03","US","US","3344451","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Taylor, C. M.","W. Hahn, L. J. Gillespie & H. Persaud","5686","1989","3","13","Guyana","Potaro-Siparuni",NA,"Paramakatoi and vicinity","-59.8","4.7",NA,NA,"650",NA,"US00529142",NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1410","2020-09-12 05:00:02-03","US","US","2624049","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Steyermark, J. A., (VEN)","R. Oldeman","B 870","1967","1","13","French Guiana",NA,NA,"Rivière Tonégrande, 1 km en amont du village","-52.45","4.83",NA,NA,NA,NA,"US00635351","US00635351_01",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1411","2020-09-12 05:00:02-03","US","US","2969296","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"G. Vieira, J. L. Zarucchi, A. S. Silva, C. D. A. Mota & J. F. Ramos","355","1979","10","9","Brazil","Rondônia",NA,"Amazonia. Mineracao Tabeca a 55 km de Ariquemes proximo a Massangana BR 421","-63.33","-10.25",NA,NA,NA,NA,"US02498494","US02498494_01",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1412","2020-09-12 05:00:02-03","US","US","3044745","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"J. J. Pipoly, G. Samuels, I. Dunn & C. S. Rosário","6749","1984","2","28","Brazil","Amazonas",NA,"Serra Araca, southern massif; W facing talus slope","-63.3","0.8",NA,NA,NA,NA,"US02498452","US02498452_01",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1413","2020-09-12 05:00:02-03","US","US","2811991","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"M. Silva & et al.","448",NA,NA,NA,"Brazil","Amazonas",NA,"Estrada entre o lago do Castanho e o rio Araca; em direcao ao Careiro",NA,NA,NA,NA,NA,NA,"US02498505","US02498505_01",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1414","2020-09-12 05:00:02-03","US","US","249178","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"Riedel, --","606","1822","1","7","Brazil",NA,NA,"Brasilia, in fruticeties siccis pr. Ilheus [interpreted]",NA,NA,NA,NA,NA,NA,"US02498531","US02498531_01",NA,NA,NA,NA,"South America",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1415","2020-09-12 05:00:02-03","US","US","1517692","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"A. Ducke","22918","1930","1","10","Brazil","Amazonas",NA,"Porto Velha (Rio Madeira)",NA,NA,NA,NA,NA,NA,"US02498517","US02498517_01",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1416","2020-09-12 05:00:02-03","US","US","3344489","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Taylor, C. M.","L. J. Gillespie & H. Persaud","1100","1989","4","21","Guyana","Pomeroon-Supenaam",NA,"Mainstay Village","-58.5333","7.25",NA,NA,NA,"10","US00529410",NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1417","2020-09-12 05:00:02-03","US","US","1560378","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"J. C. B. Mutis","3672","1760",NA,NA,"Colombia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US02498442",NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1418","2020-09-12 05:00:02-03","US","US","1415811","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"A. Regnell","91X","1862","1",NA,"Brazil","Minas Gerais",NA,"Caldas",NA,NA,NA,NA,NA,NA,"US02498526","US02498526_01",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1419","2020-09-12 05:00:02-03","US","US","1543240","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"F. C. Hoehne","24317","1930","12","13","Brazil","São Paulo",NA,"Parque do Estado",NA,NA,NA,NA,NA,NA,"US02498527","US02498527_01",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1420","2020-09-12 05:00:02-03","US","US","2631437","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.",NA,"J. C. Lindeman & J. H. Haas","Ha. 15603","1967","1","2","Brazil","Paraná",NA,"Restinga at the back of Pontal do Sul. Brasiliae Australis.",NA,NA,NA,NA,NA,NA,"US02498537","US02498537_01",NA,NA,NA,NA,"South America",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"1421","2020-09-12 05:00:02-03","US","US","3178220","PreservedSpecimen","Plantae","Rubiaceae","Amaioua","guianensis","Amaioua guianensis","Aubl.","Jansen-Jacobs, M. J., (U), Nationaal Herbarium Nederland, Utrecht University branch","P. J. M. Maas, J. Koek-Noorman, H. Lall, B. Welle & L. Y. T. Westra","7164","1988","9","1","Guyana","U. Takutu-U. Essequibo",NA,"Karanambo, Rupununi River","-59.3","3.75",NA,NA,NA,NA,"US00635360","US00635360_01",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Rubiales",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
