"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","county","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","fieldNumber","individualCount","typeStatus","relatedCatalogItem"
"496","2017-06-05 14:22:35-03","F","FMNH-SEEDPLANTS","V0131983F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"H. García-Barriga","20.800","1975","8","12","South America","Colombia","Guainía",NA,"-69","2.5",NA,NA,NA,NA,"V0131983F","V0131983F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"497","2015-03-07 09:06:17-03","F","FMNH-SEEDPLANTS","V0181862F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,NA,NA,NA,NA,NA,"South America","Venezuela",NA,NA,"-65.9119","7.0758",NA,NA,NA,NA,"V0181862F","V0181862F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"498","2020-07-23 12:12:43-03","CEPLAC","CEPEC","104624","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","C. A. Ferreira","M. L. Guedes","11239","2004","09","08",NA,"Brasil","Bahia","Litoral Norte. Fazenda Sempre Vida, Rio das Pedras.","-37.6","-11.8",NA,NA,NA,NA,NA,NA,NA,"conde",NA,NA,NA,"37W36'","11S48'",NA,NA,NA,NA,NA,NA,"30/12/2006"
"499","2020-07-23 12:12:43-03","CEPLAC","CEPEC","141569","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","Goldenberg, R.","Goldenberg, R.","1807","2014","02","24",NA,"Brasil","Bahia","Ponte sobre o Rio Cumbuca","-41.350278","-12.990556",NA,NA,NA,NA,NA,NA,NA,"MUCUGÊ",NA,NA,NA,"41W21'1","12S59'26",NA,NA,NA,NA,NA,NA,NA
"500","2020-07-23 12:12:43-03","CEPLAC","CEPEC","67616","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","J. F. A. Baumgratz","M. L. Guedes","1942","1995","06","28",NA,"Brasil","Bahia","Pai Inacio.","-41.474167",NA,NA,NA,NA,NA,NA,NA,NA,"palmeiras",NA,NA,NA,"41W28'27","12S26'70",NA,NA,NA,NA,NA,NA,"30/12/1998"
"501","2020-07-23 12:12:43-03","CEPLAC","CEPEC","81871","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","C. A. Ferreira & A. K. A. Santos","A. F. da S. Nascimento","144","1977","01","29",NA,"Brasil","Bahia","Litoral norte, Ponto 5, rotula da Copene.","-38.4953002929688","-12.5124998092651",NA,NA,NA,NA,NA,NA,NA,"SÃO SEBASTIÃO DO PASSÉ","18909","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/11/1998"
"502","2020-07-23 12:12:43-03","CEPLAC","CEPEC","149592","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","J. Coelho","P. H. Labiak","5912","2003","03","08",NA,"Brasil","Tocantins","Serra da Natividade. Estrad apara as torres. Às margens de riacho.","-47.7233009338379","-11.7096996307373",NA,NA,NA,NA,NA,NA,NA,"NATIVIDADE","59394","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12/05/2016"
"503","2019-07-16 10:36:10-03","UFSJ","HUFSJ","9844","S","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","Costa, MTR","Costa, MTR; Alves, LL; Pereira, CC","918","2017","04","26",NA,"Brasil","Minas Gerais","Campo rupestre imediato à estrada para Trindade, bairro Tijuco, Serra do Lenheiro.","-44.485272","-21.236175","99","99",NA,"Arbusto 1 m de altura, flores brancas com estames rosados.","HUFSJ009844",NA,"D.Don","São João del-Rei",NA,NA,"2018","-44.485272","-21.236175",NA,NA,NA,NA,NA,NA,NA
"504","2019-07-16 10:36:10-03","UFSJ","HUFSJ","9853","S","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","Costa, MTR","Costa, MTR; Souza, F; Costa, MA","1409","2018","03","03",NA,"Brasil","Minas Gerais","Serra do Lenheiro, campo rupestre, acesso pelo Senhor dos Montes.","-44.467031","-21.224994","106","106",NA,"Arbusto 0,4 m de altura, frutos roseo-arroxeados","HUFSJ009853",NA,"D.Don","São João del-Rei",NA,NA,"2018","-44.467031","-21.224994",NA,NA,NA,NA,NA,NA,NA
"505","2019-12-20 18:46:35-03","UFSJ","HUFSJ","2967","S","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","Sobral, M","Sobral, M; Castro, DG","14427","2011","11","08",NA,"Brasil","Minas Gerais","Dom Silvério","-44.220194","-21.056472",NA,NA,NA,"Subarbusto 0,5 m, em campo alterado à beira da estrada; flores róseo-avermelhadas.","HUFSJ002967","HUFSJ002967_v00 HUFSJ002967_v01","D.Don","Coronel Xavier Chaves",NA,NA,"2011","-44.220194","-21.056472",NA,NA,NA,NA,NA,NA,NA
"506","2019-07-16 10:36:10-03","UFSJ","HUFSJ","9329","S","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Costa, MTR; Silva, DR","814","2017","04","14",NA,"Brasil","Minas Gerais","Campo rupestre, Serra do Lenheiro.","-44.466256","-21.221833","98","98",NA,"Arbusto 0,6 m de altura, frutos.","HUFSJ009329",NA,"D.Don","São João del-Rei",NA,NA,NA,"-44.466256","-21.221833",NA,NA,NA,NA,NA,NA,NA
"507","2019-05-06 11:59:15-03","UFU","HUFU","62526","S","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Romero, R.; Almeda, F.; Guimarães, P.; Belinello, R. & Martins, A.B.","5739","1999","05","11",NA,"Brasil","Bahia","Base do Morro do Pai Inácio","-41.5588989257812","-12.5289001464844",NA,NA,NA,"Subarbusto, ca. 0,5 m alt. Frutos verdes.; Proximidade de mata de galeria (área degradada).","HUFU00060224","HUFU00060224","D.Don","Palmeiras","20767","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508","2020-08-20 14:57:43-03","UFSC","FLOR","45930","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea","Meirelles, J.","Vieira, R.F.; Silva, S.P.C. da; Santos, H.G.P. dos; Martins, M.V.","1361","1992","11","23",NA,"Brasil","Goiás","Beirra do córrego, a cerca de 1 km da Serra Negra. Futuro reservatório do Aproveitamento Hidrelétrico Serra da Mesa","-28.45","-14.466667","460","460",NA,"arbusto, 2 a 3m altura, flor amarela, fruto roxo com cálice persistente. Levantamento flóristico. Relevo inclinado. Cerrado. EMBRAPA/CENARGEN & FURNAS. Ocasional. Habitat: Cerrado, solo pedregoso","FLOR0045930",NA,"D.Don","Niquelândia",NA,NA,"2018","28º27'W","14º28'S","02","22",NA,NA,NA,NA,NA
"509","2012-09-25 09:35:46-03","CAS","CAS-BOT","208001","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Michelangeli, Fabián A.; Davalos, L; Cibois, A","00807","2001","12",NA,"South America","Venezuela","Portuguesa","Hacienda Los Caminos, 10 km al N de Araure en la vía Camburito, Araure. Potreros al Oeste del río de los pozos al N del campamento La Llanada.","-69.3011111111","9.6091666667","300",NA,NA,"Arbusto de 1 m. Pétalos y filamentos blancos. Conectivo y tecas fucsia.",NA,NA,"D.Don",NA,NA,NA,NA,"69° 18' 4 W","9° 36' 33 N",NA,NA,"Magnoliopsida",NA,NA,NA,NA
"510","2012-09-18 11:22:04-03","CAS","CAS-BOT","212698","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Silva, J. A.","551","1986","7",NA,"South America","Brazil","Roraima","Boa Vista. Estrada do Cantá.","-60.6666666667","2.8333333333",NA,NA,NA,"Arbusto de 1.5 m de altura, flores vermelhas, frutos imaturos verdes.",NA,NA,"D.Don",NA,NA,NA,NA,"60° 40' W","2° 50' N",NA,NA,"Magnoliopsida",NA,NA,NA,NA
"511","2012-09-18 11:30:21-03","CAS","CAS-BOT","212700","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Silva, J. A.","551","1986","7",NA,"South America","Brazil","Roraima","Boa Vista. Estada do Cantá.","-60.6666666667","2.8333333333",NA,NA,NA,"Arbusto de 1.5 m de altura, flores vermelhas, frutos imaturos verdes.",NA,NA,"D.Don",NA,NA,NA,NA,"60° 40' W","2° 50' N",NA,NA,"Magnoliopsida",NA,NA,NA,NA
"512","2012-10-04 14:08:58-03","CAS","CAS-BOT","208012","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Aymard, Gerardo; Schargel, Richard","9633","1986","11",NA,"South America","Venezuela","Apure","Adyacentes a las Galeras del Cinaruco.","-67.2666666667","6.65","80",NA,NA,"Arbusto; frutos verdes.",NA,NA,"D.Don","Distrito Pedro Camejo",NA,NA,NA,"67° 16' W","6° 39' N",NA,NA,"Magnoliopsida",NA,NA,NA,NA
"513","2012-09-25 10:34:50-03","CAS","CAS-BOT","208006","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Huber, Otto","2089","1978","7",NA,"South America","Venezuela","Amazonas","Alrededores de Puerto Ayacucho ± 9 km al N; a mano izq. de la carretera hacia El Burro","-67.5","5.7166666667","85",NA,NA,"Cáliz densamente piloso, plateado, corola blancuzco-rosada, estambres rosados. Haz foliar verde claro, puberulento, envés verde claro-plateado.",NA,NA,"D.Don","Departamento Atures",NA,NA,NA,"67° 30' W","5° 43' N",NA,NA,"Magnoliopsida",NA,NA,NA,NA
"514","2012-09-20 09:17:39-03","CAS","CAS-BOT","212707","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Croat, Thomas B.","57379","1984","3",NA,"South America","Colombia","Chocó","Near Río Iró, ca. 10 km S of Istmina.","-76.6833333333","5.075",NA,"50",NA,"Less than 1 m tall; corolla white; calyx pinkish.",NA,NA,"D.Don",NA,NA,NA,NA,"76° 41' W","5° 4' 30 N",NA,NA,"Magnoliopsida",NA,NA,NA,NA
"515","2012-09-25 10:53:00-03","CAS","CAS-BOT","208010","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Morillo, Gilberto","6794","1977","11",NA,"South America","Venezuela","Amazonas","Sabana, 3 km norte de Pto. Ayacucho.",NA,NA,"100",NA,NA,"Arbusto 1.5 m alto, hojas firme-membranosas, petalos blancos antera morado-rojiza.",NA,NA,"D.Don",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"516","2012-09-21 13:18:10-03","CAS","CAS-BOT","212709","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Monsalve B., Miryam","622","1984","12",NA,"South America","Colombia","Valle del Cauca","Bajo Calima; Concesión Pulpapel / Buenaventura.","-77","3.9166666667","100",NA,NA,"Planta 30 cm. inflorescencia de flores blancas, 5 pétalos, 7 estambres anteras moradas. Frutos morados. N. V.",NA,NA,"D.Don",NA,NA,NA,NA,"77° W","3° 55' N",NA,NA,"Magnoliopsida",NA,NA,NA,NA
"517","2012-09-25 10:44:25-03","CAS","CAS-BOT","208008","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Steyermark, Julian; Luteyn, James L.","129700","1984","1",NA,"South America","Venezuela","Amazonas","Bordering heliport, Santa Lucia, Río Guainía.",NA,NA,"75",NA,NA,"Fruit purple; stem gray pubescent; leaves gray-white below, soft; flowers white.",NA,NA,"D.Don",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"518","2012-09-25 10:10:32-03","CAS","CAS-BOT","208004","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Stergios, Basil; Aymard, Gerardo; Cuello, Nidia","8874","1986","2",NA,"South America","Venezuela","Bolívar","Bajo Caura, límite entre Dtto. Cedeño y Dtto. Sucre, carretera hacia Las Trincheras","-65.0833333333","7.25",NA,NA,NA,"Sufrútice de 2 m de alto. Pétalos y filamentos blancos, anteras moradas.",NA,NA,"D.Don",NA,NA,NA,NA,"65° 05' W","7° 15' N",NA,NA,"Magnoliopsida",NA,NA,NA,NA
"519","2012-09-25 10:57:05-03","CAS","CAS-BOT","208011","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Delascio, Francisco; Christenson, G.; Broome, C.","9322","1981","3",NA,"South America","Venezuela","Amazonas","San Carlos de Río Negro. 20 km de la confluencia del Río Negro y el Brazo Casiquiare.","-67","1.9333333333","119",NA,NA,"Arbusto pubescente. Flores blancas-rosadas. Fruto morado-rojizo.",NA,NA,"D.Don",NA,NA,NA,NA,"67° W","1° 56' N",NA,NA,"Magnoliopsida",NA,NA,NA,NA
"520","2012-09-18 10:13:11-03","CAS","CAS-BOT","212687","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Hoff, M.","5397","1988","11",NA,"South America","French Guiana","Region Guyane","Crique Cabassou - Ile de Cayenne. Croisement R.N. 3 - Crique Cabassou.","-52.3","4.9","10",NA,NA,"Haut. 2.00 m. Arbuste. Fleur. Petites fleurs roses á étamines roses et à pistil blanc.",NA,NA,"D.Don",NA,NA,NA,NA,"52° 18' W","4° 54' N",NA,NA,"Magnoliopsida",NA,NA,NA,NA
"521","2012-09-18 11:36:02-03","CAS","CAS-BOT","212705","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Prance, G. T.; Amaral, I. L. do; Revilla, J","29972","1986","4",NA,"South America","Brazil","Amazonas","Campo Amélia (Faz. Belo Horizonte), entre igarapé Acajatuba e margem di reita do rio Negro.","-60.5833333333","-3.0333333333",NA,NA,NA,"Subarbusto, 40cm alt., pétalas brancas, cálice verde com matiz vermelho.",NA,NA,"D.Don",NA,NA,NA,NA,"60° 35' W","3° 02' S",NA,NA,"Magnoliopsida",NA,NA,NA,NA
"522","2012-09-25 11:08:27-03","CAS","CAS-BOT","208013","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Dorr, L. J.; Barnett, L. C.; Galindo S, A; Godoy, F","7080","1990","6",NA,"South America","Venezuela","Táchira","S base of Cerro El Morro, sandstone outcrop on N shore of Embalse La Honda and opposite Campamento La Trampa.","-71.7","7.95","1140",NA,NA,"Low shrub. Flowers reddish. Fruits fleshy, red turning black.",NA,NA,"D.Don","Distrito Uribante",NA,NA,NA,"71° 42' W","07° 57' N",NA,NA,"Magnoliopsida",NA,NA,NA,NA
"523","2012-09-25 10:48:25-03","CAS","CAS-BOT","208009","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Croat, Thomas B.","59219","1984","11",NA,"South America","Venezuela","Amazonas","Vicinity of Puerto Ayacucho near airport and herbarium of Ministerio de Ambiente.","-67.6333333333","5.65",NA,NA,NA,"Less than 1 m tall; flowers white.",NA,NA,"D.Don",NA,NA,NA,NA,"67° 38' W","5° 39' N",NA,NA,"Magnoliopsida",NA,NA,NA,NA
"524","2012-09-25 10:38:55-03","CAS","CAS-BOT","208007","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Wessels Boer, J. G.","1938","1967","8",NA,"South America","Venezuela","Amazonas","Puerto Ayacucho","-67.6333333333","5.7333333333",NA,NA,NA,"Herb, stipes ferrugineious - tomentose; petals pinkish - white.",NA,NA,"D.Don","Departamento Atures",NA,NA,NA,"67° 38' W","5° 44' N",NA,NA,"Magnoliopsida",NA,NA,NA,NA
"525","2012-09-25 10:27:01-03","CAS","CAS-BOT","208005","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Guanchez, Francisco","797","1981","2",NA,"South America","Venezuela","Amazonas","Atabapo, transecto al nor-este del Campamento del MARNR en Santa María de Los Guaicas a orillas del río Ocamo","-65.2","2.7666666667","130","140",NA,"Arbusto ralo, de hasta 1.5 m de alto, anteras rojo fuscia, frutos morado negruzco cuando maduros.",NA,NA,"D.Don","Departamento Atabapo",NA,NA,NA,"65° 12' W","2° 46' N",NA,NA,"Magnoliopsida",NA,NA,NA,NA
"526","2012-09-25 09:54:10-03","CAS","CAS-BOT","208003","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Aymard C., Gerardo","4597","1986","10",NA,"South America","Venezuela","Bolívar","Dtto. Sifontes, 7 km al N-W del Caserío El Pilón. 58 km al W de Sta. Elena de Uairén.","-61.55","4.6666666667","850",NA,NA,"Sufrútice, pétalos y filamentos blancos, anteras rosadas.",NA,NA,"D.Don",NA,NA,NA,NA,"61° 33' W","4° 40' N",NA,NA,"Magnoliopsida",NA,NA,NA,NA
"527","2012-09-25 09:42:57-03","CAS","CAS-BOT","208002","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Bunting, George S.; Fucci, Miguel","9796","1980","11",NA,"South America","Venezuela","Zulia","Carretera Machiques-La Fría, unos 12-14 km al sur del desvío hacia Casigua, cerca de la Estación La Concordia",NA,NA,NA,NA,NA,"Arbusto ca. 1 m de alto. Estambres morado-rojos. Fruto globoso, negruzco, lustroso, 7 mm de diám.",NA,NA,"D.Don","Distrito Colon",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"528","2012-09-20 09:22:34-03","CAS","CAS-BOT","212708","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Zarucchi, James L.; Velasquez, Patricia; Escobar, Omar","6697","1988","5",NA,"South America","Colombia","Antioquia","Mpio. de La Magdalena (Puerto Nare); Km 6 of road Narices-Puerto Nare.","-74.7833333333","6.1833333333","300",NA,NA,"Shrub to 1.5 m tall; fruits purple when mature.",NA,NA,"D.Don",NA,NA,NA,NA,"74° 47' W","06° 11' N",NA,NA,"Magnoliopsida",NA,NA,NA,NA
"529","2012-09-18 11:55:19-03","CAS","CAS-BOT","212706","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Silva, M. G. ; Rosario, C.","3780","1978","11",NA,"South America","Brazil","Amazonas","Pará, Itaituba km. 60 da estrada Itaituba, Jacareacanga, parque Nacional do Tapajós (I.B.D.F) reserva Biológico.",NA,NA,NA,NA,NA,"Arbusto de 60cm, fruto imaturo vermelho.",NA,NA,"D.Don",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"530","2013-07-11 10:07:59-03","CAS","CAS-BOT","289843","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Alvear, Marcela; García, José D.; Alvear, Diego","1451","2011","2",NA,"South America","Colombia","Boyacá","Municipio de Puerto Boyacá, Corregimiento de Puerto Pinzón. Cordillera Oriental, vertiente occidental. Serranía de Las Quinchas. Reserva Natural de Aves El Paujil. Sendero hacia el tanque del agua","-74.26181667","6.04981667","212",NA,NA,"Arbusto de 1 m de altura. Hipanto y cáliz verde con tricomas de color magenta. Corola, filamentos y estilo blancos. Anteras magenta. Frutos verde que maduran a purpura-negro. EtOH, DNA",NA,NA,"D.Don",NA,NA,NA,NA,"74° 15.709' W","6° 2.989' N",NA,NA,"Magnoliopsida",NA,NA,NA,NA
"531","2012-09-18 11:26:47-03","CAS","CAS-BOT","212699","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Mori, S.; Rabelo, B.; Campbell, D.; Daly, D.","15742","1983","7",NA,"South America","Brazil","Amapá","near Parque Florestal da Fazendinha, 10-12 km S of Macapá. Cerrado.","-51.0663986206055","-0.366667002439499",NA,NA,NA,"Shrub, 70 cm tall. Corolla white, anthers pink.",NA,NA,"D.Don","Macapa","225229","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"532","2012-09-18 10:28:01-03","CAS","CAS-BOT","212690","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Henkel, T. W.; James, R.","3853","1994","5",NA,"South America","Guyana","Upper Takutu-Upper Essequibo Region","South Rupununi savanna; Komirwana Tau area, 4 km SE of Aishalton.","-59.25","2.5","250",NA,NA,"Shrub 1 m; corolla cream; filaments pink; anthers white.",NA,NA,"D.Don",NA,NA,NA,NA,"59° 15' W","2° 30' N",NA,NA,"Magnoliopsida",NA,NA,NA,NA
"533","2012-09-18 10:05:48-03","CAS","CAS-BOT","212686","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Granville, J. J. DE; Allorge, L.; Hahn, W. J.; Hoff, M.; Weitzman","9702","1987","8",NA,"South America","French Guiana","Region Guyane","Camp n# 3 - Roche n# 1 Akouba Booka goo Soula - Bassin du Ha 500 m au Sud-Ouest","-54.0166666667","2.6","160",NA,NA,"1.00 m. Arbuste. Fleur et fuit. Fleurs à corolle blanche, fruits bleu noiråtre.",NA,NA,"D.Don",NA,NA,NA,NA,"54° 1' W","2° 36' N",NA,NA,"Magnoliopsida",NA,NA,NA,NA
"534","2012-09-18 10:24:01-03","CAS","CAS-BOT","212689","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Henkel, T. W.; Chin, M.; Williams, L.","5562","1994","7",NA,"South America","Guyana","Potaro-Siparuni Region","Pakaraima Mts; Upper Ireng watershed; Malakwalai-Tipu summit along SE escarpment.","-60.3","4.8","1400",NA,NA,"Trailing shrub 0.2-0.3 m; leaves light green below with white vestiture; infructescence reddish purple.",NA,NA,"D.Don",NA,NA,NA,NA,"60° 18' W","4° 48' N",NA,NA,"Magnoliopsida",NA,NA,NA,NA
"535","2021-03-03 22:00:02-03","FLAS","FLAS","208957","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","sericea","Miconia sericea",NA,"T.W. Henkel","3853",NA,NA,NA,NA,"Guyana",NA,NA,"-59.25","2.5",NA,NA,"Preserved herbarium specimen","[Label footing:] Smithsonian Biological Diversity of the Guianas Program --[Source:] US",NA,NA,"(D.Don) Michelang.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536","2021-03-03 22:00:02-03","FLAS","FLAS","237845","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","sericea","Miconia sericea",NA,"Fabián A. Michelangeli","00807",NA,NA,NA,NA,"Venezuela","Portuguesa",NA,NA,NA,NA,NA,"Preserved herbarium specimen","[Minimal record, additional data is likely to be present on the sheet.]",NA,NA,"(D.Don) Michelang.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"537","2021-03-03 22:00:02-03","FLAS","FLAS","203468","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","sericea","Miconia sericea",NA,"Basil Stergios","10480",NA,NA,NA,NA,"Venezuela","Portuguesa",NA,"-63.5583333","6.375",NA,NA,"Preserved herbarium specimen","[Label heading:] Herbario Universitario (PORT) UNELLEZ Guanare. --[Label footing:] Expedicion Proyecto I.R.N.R.G. a la cuenca media del Rio Paragua (Hoja NB20-6) Estado Bolivar. Convenio UNELLEZ-CVG (TECMIN, C.A.), seccion Inventario de Vegetación de la Región Guayana.",NA,NA,"(D.Don) Michelang.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
