"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","year","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","recordNumber","month","day","continentOcean","preparationType","previousCatalogNumber","phylum","order","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount","sex"
"1339","2015-03-07 05:17:33-03","F","FMNH-SEEDPLANTS","V0181742F","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens",NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0181742F","V0181742F_01",NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1340","2019-06-13 10:05:59-03","F","FMNH-SEEDPLANTS","V0087253F","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens",NA,"M. L. Kawasaki : Field Museum of Natural History",NA,"I. M. Sánchez Vega & M. O. Dillon","1997","Peru","San Martín","Rioja","km 1 de la carretera a Nuevo Cajamarca","-77.18","-6.03",NA,NA,NA,"V0087253F","V0087253F_01","9108","7","3","South America",NA,NA,"Spermatophyta",NA,NA,"840",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1341","2019-06-11 15:56:09-03","F","FMNH-SEEDPLANTS","V0087254F","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens",NA,"M. L. Kawasaki : Field Museum of Natural History",NA,"I. M. Sánchez Vega et al.","1999","Peru","San Martín","Rioja","Distrito Pardo Miguel, al E del Puente sobre el río Serranoyacu","-77.67","-5.67",NA,NA,NA,"V0087254F","V0087254F_01","10072","7","16","South America",NA,NA,"Spermatophyta",NA,NA,"1340",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1342","2015-03-07 08:52:53-03","F","FMNH-SEEDPLANTS","V0135395F","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens",NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0135395F","V0135395F_01",NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1343","2015-03-07 08:52:53-03","F","FMNH-SEEDPLANTS","V0135396F","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens",NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0135396F","V0135396F_01",NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1344","2015-03-07 08:52:53-03","F","FMNH-SEEDPLANTS","V0135397F","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens",NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0135397F","V0135397F_01",NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1345","2015-03-07 08:52:53-03","F","FMNH-SEEDPLANTS","V0135398F","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens",NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0135398F","V0135398F_01",NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1346","2015-03-07 08:52:53-03","F","FMNH-SEEDPLANTS","V0135399F","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens",NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0135399F","V0135399F_01",NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1347","2015-03-07 08:52:53-03","F","FMNH-SEEDPLANTS","V0135400F","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens",NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0135400F","V0135400F_01",NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1348","2015-03-07 08:52:53-03","F","FMNH-SEEDPLANTS","V0135401F","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens",NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0135401F","V0135401F_01",NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1349","2015-03-07 08:52:53-03","F","FMNH-SEEDPLANTS","V0135402F","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens",NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0135402F","V0135402F_01",NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1350","2015-03-07 08:52:53-03","F","FMNH-SEEDPLANTS","V0135403F","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens",NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0135403F","V0135403F_01",NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1351","2015-03-07 08:52:53-03","F","FMNH-SEEDPLANTS","V0135404F","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens",NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0135404F","V0135404F_01",NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1352","2015-03-07 08:52:53-03","F","FMNH-SEEDPLANTS","V0135405F","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens",NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0135405F","V0135405F_01",NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1353","2015-03-07 08:52:54-03","F","FMNH-SEEDPLANTS","V0135406F","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens",NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0135406F","V0135406F_01",NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1354","2015-03-07 08:52:54-03","F","FMNH-SEEDPLANTS","V0135407F","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens",NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0135407F","V0135407F_01",NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1355","2015-03-07 08:52:54-03","F","FMNH-SEEDPLANTS","V0135410F","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens",NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0135410F","V0135410F_01",NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1356","2015-03-07 08:52:54-03","F","FMNH-SEEDPLANTS","V0135411F","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens",NA,NA,NA,NA,NA,"Ecuador",NA,NA,NA,"-78.1869","-1.4628",NA,NA,NA,"V0135411F","V0135411F_01",NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1357","2015-03-07 08:52:54-03","F","FMNH-SEEDPLANTS","V0135412F","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens",NA,NA,NA,NA,NA,"Ecuador",NA,NA,NA,"-78.1869","-1.4628",NA,NA,NA,"V0135412F","V0135412F_01",NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1358","2015-03-07 08:52:54-03","F","FMNH-SEEDPLANTS","V0135413F","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens",NA,NA,NA,NA,NA,"Ecuador",NA,NA,NA,"-78.1869","-1.4628",NA,NA,NA,"V0135413F","V0135413F_01",NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1359","2015-03-07 08:52:54-03","F","FMNH-SEEDPLANTS","V0135414F","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens",NA,NA,NA,NA,NA,"Ecuador",NA,NA,NA,"-78.1869","-1.4628",NA,NA,NA,"V0135414F","V0135414F_01",NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1360","2015-03-07 08:52:54-03","F","FMNH-SEEDPLANTS","V0135415F","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens",NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0135415F","V0135415F_01",NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1361","2015-03-07 08:52:54-03","F","FMNH-SEEDPLANTS","V0135416F","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens",NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0135416F","V0135416F_01",NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1362","2015-03-07 08:52:54-03","F","FMNH-SEEDPLANTS","V0135417F","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens",NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0135417F","V0135417F_01",NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1363","2015-03-07 08:52:54-03","F","FMNH-SEEDPLANTS","V0135418F","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens",NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0135418F","V0135418F_01",NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1364","2015-03-07 08:52:54-03","F","FMNH-SEEDPLANTS","V0135419F","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens",NA,NA,NA,NA,NA,"Ecuador",NA,NA,NA,"-78.1869","-1.4628",NA,NA,NA,"V0135419F","V0135419F_01",NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1365","2015-03-07 08:52:54-03","F","FMNH-SEEDPLANTS","V0135421F","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens",NA,NA,NA,NA,NA,"Ecuador",NA,NA,NA,"-78.1869","-1.4628",NA,NA,NA,"V0135421F","V0135421F_01",NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1366","2015-03-07 08:52:54-03","F","FMNH-SEEDPLANTS","V0135422F","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens",NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0135422F","V0135422F_01",NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1367","2015-03-07 08:52:54-03","F","FMNH-SEEDPLANTS","V0135424F","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens",NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0135424F","V0135424F_01",NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1368","2017-10-24 10:33:16-02","F","FMNH-SEEDPLANTS","V0135425F","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens",NA,NA,NA,"Herb. H. Smith","1898","Colombia",NA,NA,NA,"-72.8667","3.8811",NA,NA,NA,"V0135425F","V0135425F_01","760",NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1369","2017-10-24 10:34:05-02","F","FMNH-SEEDPLANTS","V0135426F","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens",NA,NA,NA,"J. Cuatrecasas","1940","Colombia",NA,NA,NA,"-72.8667","3.8811",NA,NA,NA,"V0135426F","V0135426F_01","10546","11","10","South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1370","2017-10-24 10:35:39-02","F","FMNH-SEEDPLANTS","V0135427F","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens",NA,NA,NA,"R. Espina & J. Giacometto",NA,"Colombia",NA,NA,NA,"-72.8667","3.8811",NA,NA,NA,"V0135427F","V0135427F_01","A155",NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1371","2015-03-07 08:52:54-03","F","FMNH-SEEDPLANTS","V0135428F","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens",NA,NA,NA,NA,NA,"Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,NA,"V0135428F","V0135428F_01",NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1372","2015-03-07 08:52:54-03","F","FMNH-SEEDPLANTS","V0135429F","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens",NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0135429F","V0135429F_01",NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1373","2015-03-07 08:52:54-03","F","FMNH-SEEDPLANTS","V0135430F","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens",NA,NA,NA,NA,NA,"Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,NA,"V0135430F","V0135430F_01",NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1374","2015-03-07 08:52:54-03","F","FMNH-SEEDPLANTS","V0135431F","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens",NA,NA,NA,NA,NA,"Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,NA,"V0135431F","V0135431F_01",NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1375","2015-03-07 08:52:54-03","F","FMNH-SEEDPLANTS","V0135432F","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens",NA,NA,NA,NA,NA,"Ecuador",NA,NA,NA,"-78.1869","-1.4628",NA,NA,NA,"V0135432F","V0135432F_01",NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1376","2015-03-07 08:52:54-03","F","FMNH-SEEDPLANTS","V0135433F","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens",NA,NA,NA,NA,NA,"Ecuador",NA,NA,NA,"-78.1869","-1.4628",NA,NA,NA,"V0135433F","V0135433F_01",NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1377","2017-10-24 10:53:22-02","F","FMNH-SEEDPLANTS","V0135434F","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens",NA,NA,NA,"I. Cabrera","2730","Colombia","Caquetá",NA,NA,"-74","1",NA,NA,NA,"V0135434F","V0135434F_01","3526","4","18","South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1378","2015-03-07 08:52:54-03","F","FMNH-SEEDPLANTS","V0135435F","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens",NA,NA,NA,NA,NA,"Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,NA,"V0135435F","V0135435F_01",NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1379","2015-03-07 08:52:54-03","F","FMNH-SEEDPLANTS","V0135436F","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens",NA,NA,NA,NA,NA,"Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,NA,"V0135436F","V0135436F_01",NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1380","2015-03-07 08:52:55-03","F","FMNH-SEEDPLANTS","V0135437F","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens",NA,NA,NA,NA,NA,"Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,NA,"V0135437F","V0135437F_01",NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1381","2015-03-07 08:52:55-03","F","FMNH-SEEDPLANTS","V0135438F","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens",NA,NA,NA,NA,NA,"Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,NA,"V0135438F","V0135438F_01",NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1382","2015-03-07 08:52:55-03","F","FMNH-SEEDPLANTS","V0135439F","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens",NA,NA,NA,NA,NA,"Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,NA,"V0135439F","V0135439F_01",NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1383","2015-03-07 08:52:55-03","F","FMNH-SEEDPLANTS","V0135440F","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens",NA,NA,NA,NA,NA,"Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,NA,"V0135440F","V0135440F_01",NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1384","2015-03-07 08:52:55-03","F","FMNH-SEEDPLANTS","V0135441F","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens",NA,NA,NA,NA,NA,"Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,NA,"V0135441F","V0135441F_01",NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1385","2015-03-07 08:52:55-03","F","FMNH-SEEDPLANTS","V0135442F","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens",NA,NA,NA,NA,NA,"Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,NA,"V0135442F","V0135442F_01",NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1386","2015-03-07 08:52:55-03","F","FMNH-SEEDPLANTS","V0135443F","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens",NA,NA,NA,NA,NA,"Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,NA,"V0135443F","V0135443F_01",NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1387","2015-03-07 08:52:55-03","F","FMNH-SEEDPLANTS","V0135444F","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens",NA,NA,NA,NA,NA,"Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,NA,"V0135444F","V0135444F_01",NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1388","2015-03-07 08:52:55-03","F","FMNH-SEEDPLANTS","V0135445F","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens",NA,NA,NA,NA,NA,"Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,NA,"V0135445F","V0135445F_01",NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1389","2015-03-07 08:52:55-03","F","FMNH-SEEDPLANTS","V0135446F","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens",NA,NA,NA,NA,NA,"Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,NA,"V0135446F","V0135446F_01",NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1390","2015-03-07 08:52:55-03","F","FMNH-SEEDPLANTS","V0135447F","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens",NA,NA,NA,NA,NA,"Bolivia",NA,NA,NA,"-64.435","-16.7261",NA,NA,NA,"V0135447F","V0135447F_01",NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1391","2015-03-07 08:52:55-03","F","FMNH-SEEDPLANTS","V0135448F","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens",NA,NA,NA,NA,NA,"Bolivia",NA,NA,NA,"-64.435","-16.7261",NA,NA,NA,"V0135448F","V0135448F_01",NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1392","2015-03-07 08:52:55-03","F","FMNH-SEEDPLANTS","V0135449F","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens",NA,NA,NA,NA,NA,"Bolivia",NA,NA,NA,"-64.435","-16.7261",NA,NA,NA,"V0135449F","V0135449F_01",NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1393","2018-06-28 11:04:08-03","F","FMNH-SEEDPLANTS","V0135450F","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens",NA,NA,NA,"J. E. Simonis et al.","1983","Paraguay",NA,NA,NA,"-58.1689","-23.2025",NA,NA,NA,"V0135450F","V0135450F_01","206","3","26","South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1394","2015-03-07 08:52:55-03","F","FMNH-SEEDPLANTS","V0135451F","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens",NA,NA,NA,NA,NA,"Bolivia",NA,NA,NA,"-64.435","-16.7261",NA,NA,NA,"V0135451F","V0135451F_01",NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1395","2015-03-07 08:52:55-03","F","FMNH-SEEDPLANTS","V0135452F","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens",NA,NA,NA,NA,NA,"Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,NA,"V0135452F","V0135452F_01",NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1396","2015-03-07 08:52:55-03","F","FMNH-SEEDPLANTS","V0135454F","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens",NA,NA,NA,NA,NA,"Bolivia",NA,NA,NA,"-64.435","-16.7261",NA,NA,NA,"V0135454F","V0135454F_01",NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1397","2015-03-07 08:52:55-03","F","FMNH-SEEDPLANTS","V0135455F","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens",NA,NA,NA,NA,NA,"Bolivia",NA,NA,NA,"-64.435","-16.7261",NA,NA,NA,"V0135455F","V0135455F_01",NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"1398","2015-03-07 08:52:55-03","F","FMNH-SEEDPLANTS","V0135462F","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens",NA,NA,NA,NA,NA,"Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,NA,"V0135462F","V0135462F_01",NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
